"removal_fraction","empirical_mean_relative_divergence_raw","empirical_sd_relative_divergence_raw","empirical_mean_divergence_raw","empirical_mean_observed_links","empirical_mean_expected_links_raw","model_q025_relative_divergence_raw","model_q500_relative_divergence_raw","model_q975_relative_divergence_raw","model_mean_relative_divergence_raw","empirical_above_model_975","empirical_below_model_025"
0,0.0428629989519988,NA,38.5940972652913,939,900.405902734709,-0.052649480185245,0.00343633605232258,0.0495266602871553,0.000893038642737834,FALSE,FALSE
0.1,0.074797647493873,0.0194568874288382,61.9593260864697,895.88,833.92067391353,-0.0520044897213137,0.00301693828227773,0.0499466370117835,0.000964926053114419,TRUE,FALSE
0.2,0.113390228379425,0.0250739308010729,85.7489195183922,847.47,761.721080481608,-0.0514904924687586,0.00292542760768577,0.0501987644497866,0.000997755343947201,TRUE,FALSE
0.4,0.21880617960451,0.0514947635945668,130.289706692348,734.83,604.540293307652,-0.0508757606512547,0.0015038861809672,0.0481392360142782,0.00136306424408867,TRUE,FALSE
0.6,0.396846792812534,0.0990231436620889,163.854865202042,587.46,423.605134797958,-0.0515838855495167,0.00178749030605291,0.0485030238225722,0.00142309698003875,TRUE,FALSE
0.8,0.685426972474121,0.167013673056101,156.238725083519,392.54,236.301274916481,-0.0536532902618865,0.00142285962770945,0.0524837200878009,0.000965301553531656,TRUE,FALSE
