"","species","interactions","outdegree","rep"
"994","Plant9",6,7,71
"995","Plant1",6,35,72
"996","Plant10",4,6,72
"997","Plant11",12,4,72
"998","Plant12",3,10,72
"999","Plant13",3,7,72
"1000","Plant14",1,1,72
"1001","Plant2",50,13,72
"1002","Plant3",27,18,72
"1003","Plant4",11,11,72
"1004","Plant5",3,17,72
"1005","Plant6",22,7,72
"1006","Plant7",6,1,72
"1007","Plant8",9,7,72
"1008","Plant9",6,9,72
"1009","Plant1",6,39,73
"1010","Plant10",4,7,73
"1011","Plant11",12,8,73
"1012","Plant12",3,8,73
"1013","Plant13",3,7,73
"1014","Plant14",1,1,73
"1015","Plant2",50,18,73
"1016","Plant3",27,14,73
"1017","Plant4",11,16,73
"1018","Plant5",3,9,73
"1019","Plant6",22,7,73
"1020","Plant7",6,1,73
"1021","Plant8",9,16,73
"1022","Plant9",6,8,73
"1023","Plant1",6,42,74
"1024","Plant10",4,4,74
"1025","Plant11",12,6,74
"1026","Plant12",3,14,74
"1027","Plant13",3,2,74
"1028","Plant14",1,1,74
"1029","Plant2",50,22,74
"1030","Plant3",27,17,74
"1031","Plant4",11,14,74
"1032","Plant5",3,9,74
"1033","Plant6",22,7,74
"1034","Plant7",6,1,74
"1035","Plant8",9,8,74
"1036","Plant9",6,6,74
"1037","Plant1",6,38,75
"1038","Plant10",4,7,75
"1039","Plant11",12,12,75
"1040","Plant12",3,8,75
"1041","Plant13",3,3,75
"1042","Plant14",1,1,75
"1043","Plant2",50,12,75
"1044","Plant3",27,17,75
"1045","Plant4",11,14,75
"1046","Plant5",3,11,75
"1047","Plant6",22,12,75
"1048","Plant7",6,3,75
"1049","Plant8",9,8,75
"1050","Plant9",6,10,75
"1051","Plant1",6,44,76
"1052","Plant10",4,6,76
"1053","Plant11",12,8,76
"1054","Plant12",3,7,76
"1055","Plant13",3,7,76
"1056","Plant14",1,0,76
"1057","Plant2",50,16,76
"1058","Plant3",27,11,76
"1059","Plant4",11,11,76
"1060","Plant5",3,13,76
"1061","Plant6",22,10,76
"1062","Plant7",6,3,76
"1063","Plant8",9,10,76
"1064","Plant9",6,8,76
"1065","Plant1",6,38,77
"1066","Plant10",4,4,77
"1067","Plant11",12,16,77
"1068","Plant12",3,7,77
"1069","Plant13",3,3,77
"1070","Plant14",1,1,77
"1071","Plant2",50,14,77
"1072","Plant3",27,16,77
"1073","Plant4",11,9,77
"1074","Plant5",3,9,77
"1075","Plant6",22,8,77
"1076","Plant7",6,1,77
"1077","Plant8",9,11,77
"1078","Plant9",6,9,77
"1079","Plant1",6,41,78
"1080","Plant10",4,5,78
"1081","Plant11",12,14,78
"1082","Plant12",3,9,78
"1083","Plant13",3,5,78
"1084","Plant14",1,1,78
"1085","Plant2",50,19,78
"1086","Plant3",27,14,78
"1087","Plant4",11,10,78
"1088","Plant5",3,13,78
"1089","Plant6",22,7,78
"1090","Plant7",6,4,78
"1091","Plant8",9,9,78
"1092","Plant9",6,8,78
"1093","Plant1",6,37,79
"1094","Plant10",4,9,79
"1095","Plant11",12,10,79
"1096","Plant12",3,7,79
"1097","Plant13",3,4,79
"1098","Plant14",1,2,79
"1099","Plant2",50,14,79
"1100","Plant3",27,16,79
"1101","Plant4",11,13,79
"1102","Plant5",3,14,79
"1103","Plant6",22,12,79
"1104","Plant7",6,4,79
"1105","Plant8",9,7,79
"1106","Plant9",6,8,79
"1107","Plant1",6,41,80
"1108","Plant10",4,5,80
"1109","Plant11",12,14,80
"1110","Plant12",3,5,80
"1111","Plant13",3,8,80
"1112","Plant14",1,4,80
"1113","Plant2",50,16,80
"1114","Plant3",27,12,80
"1115","Plant4",11,10,80
"1116","Plant5",3,11,80
"1117","Plant6",22,13,80
"1118","Plant7",6,1,80
"1119","Plant8",9,9,80
"1120","Plant9",6,7,80
"1121","Plant1",6,43,81
"1122","Plant10",4,2,81
"1123","Plant11",12,10,81
"1124","Plant12",3,10,81
"1125","Plant13",3,5,81
"1126","Plant14",1,4,81
"1127","Plant2",50,13,81
"1128","Plant3",27,10,81
"1129","Plant4",11,7,81
"1130","Plant5",3,12,81
"1131","Plant6",22,8,81
"1132","Plant7",6,3,81
"1133","Plant8",9,7,81
"1134","Plant9",6,11,81
"1135","Plant1",6,40,82
"1136","Plant10",4,6,82
"1137","Plant11",12,13,82
"1138","Plant12",3,6,82
"1139","Plant13",3,2,82
"1140","Plant14",1,1,82
"1141","Plant2",50,19,82
"1142","Plant3",27,10,82
"1143","Plant4",11,15,82
"1144","Plant5",3,19,82
"1145","Plant6",22,18,82
"1146","Plant7",6,0,82
"1147","Plant8",9,9,82
"1148","Plant9",6,11,82
"1149","Plant1",6,35,83
"1150","Plant10",4,5,83
"1151","Plant11",12,7,83
"1152","Plant12",3,9,83
"1153","Plant13",3,1,83
"1154","Plant14",1,2,83
"1155","Plant2",50,16,83
"1156","Plant3",27,13,83
"1157","Plant4",11,9,83
"1158","Plant5",3,16,83
"1159","Plant6",22,21,83
"1160","Plant7",6,3,83
"1161","Plant8",9,9,83
"1162","Plant9",6,10,83
"1163","Plant1",6,43,84
"1164","Plant10",4,6,84
"1165","Plant11",12,10,84
"1166","Plant12",3,8,84
"1167","Plant13",3,3,84
"1168","Plant14",1,3,84
"1169","Plant2",50,18,84
"1170","Plant3",27,12,84
"1171","Plant4",11,7,84
"1172","Plant5",3,10,84
"1173","Plant6",22,16,84
"1174","Plant7",6,1,84
"1175","Plant8",9,8,84
"1176","Plant9",6,5,84
"1177","Plant1",6,47,85
"1178","Plant10",4,8,85
"1179","Plant11",12,6,85
"1180","Plant12",3,7,85
"1181","Plant13",3,2,85
"1182","Plant14",1,3,85
"1183","Plant2",50,17,85
"1184","Plant3",27,8,85
"1185","Plant4",11,8,85
"1186","Plant5",3,21,85
"1187","Plant6",22,9,85
"1188","Plant7",6,3,85
"1189","Plant8",9,14,85
"1190","Plant9",6,6,85
"1191","Plant1",6,43,86
"1192","Plant10",4,4,86
"1193","Plant11",12,10,86
"1194","Plant12",3,4,86
"1195","Plant13",3,5,86
"1196","Plant14",1,0,86
"1197","Plant2",50,18,86
"1198","Plant3",27,22,86
"1199","Plant4",11,19,86
"1200","Plant5",3,9,86
"1201","Plant6",22,15,86
"1202","Plant7",6,1,86
"1203","Plant8",9,10,86
"1204","Plant9",6,8,86
"1205","Plant1",6,42,87
"1206","Plant10",4,6,87
"1207","Plant11",12,11,87
"1208","Plant12",3,8,87
"1209","Plant13",3,3,87
"1210","Plant14",1,1,87
"1211","Plant2",50,14,87
"1212","Plant3",27,14,87
"1213","Plant4",11,9,87
"1214","Plant5",3,7,87
"1215","Plant6",22,6,87
"1216","Plant7",6,3,87
"1217","Plant8",9,5,87
"1218","Plant9",6,10,87
"1219","Plant1",6,43,88
"1220","Plant10",4,6,88
"1221","Plant11",12,9,88
"1222","Plant12",3,8,88
"1223","Plant13",3,1,88
"1224","Plant14",1,2,88
"1225","Plant2",50,14,88
"1226","Plant3",27,20,88
"1227","Plant4",11,7,88
"1228","Plant5",3,15,88
"1229","Plant6",22,7,88
"1230","Plant7",6,1,88
"1231","Plant8",9,7,88
"1232","Plant9",6,13,88
"1233","Plant1",6,43,89
"1234","Plant10",4,2,89
"1235","Plant11",12,10,89
"1236","Plant12",3,10,89
"1237","Plant13",3,6,89
"1238","Plant14",1,1,89
"1239","Plant2",50,21,89
"1240","Plant3",27,11,89
"1241","Plant4",11,12,89
"1242","Plant5",3,9,89
"1243","Plant6",22,12,89
"1244","Plant7",6,1,89
"1245","Plant8",9,8,89
"1246","Plant9",6,10,89
"1247","Plant1",6,41,90
"1248","Plant10",4,8,90
"1249","Plant11",12,10,90
"1250","Plant12",3,11,90
"1251","Plant13",3,3,90
"1252","Plant14",1,2,90
"1253","Plant2",50,19,90
"1254","Plant3",27,13,90
"1255","Plant4",11,13,90
"1256","Plant5",3,14,90
"1257","Plant6",22,14,90
"1258","Plant7",6,1,90
"1259","Plant8",9,12,90
"1260","Plant9",6,8,90
"1261","Plant1",6,50,91
"1262","Plant10",4,5,91
"1263","Plant11",12,7,91
"1264","Plant12",3,8,91
"1265","Plant13",3,6,91
"1266","Plant14",1,2,91
"1267","Plant2",50,11,91
"1268","Plant3",27,12,91
"1269","Plant4",11,17,91
"1270","Plant5",3,10,91
"1271","Plant6",22,3,91
"1272","Plant7",6,9,91
"1273","Plant8",9,9,91
"1274","Plant9",6,6,91
"1275","Plant1",6,42,92
"1276","Plant10",4,2,92
"1277","Plant11",12,6,92
"1278","Plant12",3,9,92
"1279","Plant13",3,3,92
"1280","Plant14",1,3,92
"1281","Plant2",50,14,92
"1282","Plant3",27,9,92
"1283","Plant4",11,15,92
"1284","Plant5",3,11,92
"1285","Plant6",22,10,92
"1286","Plant7",6,1,92
"1287","Plant8",9,9,92
"1288","Plant9",6,10,92
"1289","Plant1",6,49,93
"1290","Plant10",4,3,93
"1291","Plant11",12,9,93
"1292","Plant12",3,5,93
"1293","Plant13",3,0,93
"1294","Plant14",1,5,93
"1295","Plant2",50,17,93
"1296","Plant3",27,12,93
"1297","Plant4",11,11,93
"1298","Plant5",3,10,93
"1299","Plant6",22,14,93
"1300","Plant7",6,0,93
"1301","Plant8",9,12,93
"1302","Plant9",6,6,93
"1303","Plant1",6,36,94
"1304","Plant10",4,2,94
"1305","Plant11",12,12,94
"1306","Plant12",3,6,94
"1307","Plant13",3,3,94
"1308","Plant14",1,2,94
"1309","Plant2",50,18,94
"1310","Plant3",27,23,94
"1311","Plant4",11,9,94
"1312","Plant5",3,16,94
"1313","Plant6",22,8,94
"1314","Plant7",6,3,94
"1315","Plant8",9,5,94
"1316","Plant9",6,12,94
"1317","Plant1",6,44,95
"1318","Plant10",4,5,95
"1319","Plant11",12,9,95
"1320","Plant12",3,5,95
"1321","Plant13",3,2,95
"1322","Plant14",1,1,95
"1323","Plant2",50,24,95
"1324","Plant3",27,12,95
"1325","Plant4",11,17,95
"1326","Plant5",3,8,95
"1327","Plant6",22,10,95
"1328","Plant7",6,3,95
"1329","Plant8",9,11,95
"1330","Plant9",6,9,95
"1331","Plant1",6,44,96
"1332","Plant10",4,4,96
"1333","Plant11",12,4,96
"1334","Plant12",3,8,96
"1335","Plant13",3,7,96
"1336","Plant14",1,2,96
"1337","Plant2",50,22,96
"1338","Plant3",27,17,96
"1339","Plant4",11,10,96
"1340","Plant5",3,13,96
"1341","Plant6",22,13,96
"1342","Plant7",6,2,96
"1343","Plant8",9,6,96
"1344","Plant9",6,9,96
"1345","Plant1",6,44,97
"1346","Plant10",4,6,97
"1347","Plant11",12,10,97
"1348","Plant12",3,12,97
"1349","Plant13",3,5,97
"1350","Plant14",1,2,97
"1351","Plant2",50,12,97
"1352","Plant3",27,14,97
"1353","Plant4",11,13,97
"1354","Plant5",3,13,97
"1355","Plant6",22,10,97
"1356","Plant7",6,1,97
"1357","Plant8",9,10,97
"1358","Plant9",6,12,97
"1359","Plant1",6,36,98
"1360","Plant10",4,5,98
"1361","Plant11",12,10,98
"1362","Plant12",3,8,98
"1363","Plant13",3,3,98
"1364","Plant14",1,4,98
"1365","Plant2",50,14,98
"1366","Plant3",27,9,98
"1367","Plant4",11,14,98
"1368","Plant5",3,9,98
"1369","Plant6",22,6,98
"1370","Plant7",6,3,98
"1371","Plant8",9,9,98
"1372","Plant9",6,9,98
"1373","Plant1",6,47,99
"1374","Plant10",4,3,99
"1375","Plant11",12,10,99
"1376","Plant12",3,6,99
"1377","Plant13",3,3,99
"1378","Plant14",1,1,99
"1379","Plant2",50,9,99
"1380","Plant3",27,9,99
"1381","Plant4",11,9,99
"1382","Plant5",3,13,99
"1383","Plant6",22,14,99
"1384","Plant7",6,2,99
"1385","Plant8",9,10,99
"1386","Plant9",6,7,99
"1387","Plant1",6,41,100
"1388","Plant10",4,9,100
"1389","Plant11",12,12,100
"1390","Plant12",3,9,100
"1391","Plant13",3,4,100
"1392","Plant14",1,0,100
"1393","Plant2",50,14,100
"1394","Plant3",27,17,100
"1395","Plant4",11,10,100
"1396","Plant5",3,12,100
"1397","Plant6",22,13,100
"1398","Plant7",6,5,100
"1399","Plant8",9,10,100
"1400","Plant9",6,8,100
