"","species","interactions","potential_prey","prob_expected","prob_int","expected_indegree","mean_cooccurrence"
"1","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"2","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"3","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"4","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"5","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"6","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"7","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"8","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"9","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"10","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"11","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"12","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"13","Pol1",2,"Plant1",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"14","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"15","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"16","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"17","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"18","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"19","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"20","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"21","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"22","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"23","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"24","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"25","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"26","Pol1",2,"Plant2",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"27","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"28","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"29","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"30","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"31","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"32","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"33","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"34","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"35","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"36","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"37","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"38","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"39","Pol1",2,"Plant3",0.381611961562168,0.375285946198118,3.43035334615657,4.69230769230769
"40","Pol1",2,"Plant4",0.337450575089975,0.331856626949859,3.43035334615657,4.69230769230769
"41","Pol1",2,"Plant4",0.337450575089975,0.331856626949859,3.43035334615657,4.69230769230769
"42","Pol1",2,"Plant4",0.337450575089975,0.331856626949859,3.43035334615657,4.69230769230769
"43","Pol1",2,"Plant4",0.337450575089975,0.331856626949859,3.43035334615657,4.69230769230769
"44","Pol1",2,"Plant4",0.337450575089975,0.331856626949859,3.43035334615657,4.69230769230769
