"removal_fraction","empirical_mean_relative_divergence_raw","empirical_sd_relative_divergence_raw","empirical_mean_divergence_raw","empirical_mean_observed_links","empirical_mean_expected_links_raw","model_q025_relative_divergence_raw","model_q500_relative_divergence_raw","model_q975_relative_divergence_raw","model_mean_relative_divergence_raw","empirical_above_model_975","empirical_below_model_025"
0,0.0578282122736165,NA,6.17736217572957,113,106.82263782427,-0.166843266439364,0.00166034259537142,0.146994705387831,-0.00330115255954024,FALSE,FALSE
0.1,0.0925216356703629,0.029546247323918,9.00861756179553,107.23,98.2213824382045,-0.166204678473937,0.00213634026929049,0.144044711183531,-0.00332456244588244,FALSE,FALSE
0.2,0.126680727288417,0.0402039160645314,11.3473273962432,101.92,90.5726726037568,-0.162381533697192,-0.000354006689732225,0.136090512803982,-0.00320909163621821,FALSE,FALSE
0.4,0.248023755927978,0.0743913904249056,16.7911399501738,85.64,68.8488600498262,-0.149343443549172,0.0057281516399357,0.12476967757145,-0.00375135198830094,TRUE,FALSE
0.6,0.420222441664831,0.12477200376981,20.0292501369602,69.3,49.2707498630398,-0.149398251680083,0.00186617811219847,0.136325079725205,-0.00175490607518135,TRUE,FALSE
0.8,0.817908277611754,0.231736151658248,18.5614366291318,42.52,23.9585633708682,-0.141605855291203,-0.000897869383374841,0.15463031594527,0.00133839910958345,TRUE,FALSE
