"model_rep","n_links","mean_interacting_sites","median_interacting_sites","q95_interacting_sites","max_interacting_sites","proportion_single_site_links","mean_repeatability","median_repeatability"
280,885,1.41468926553672,1,3,8,0.734463276836158,0.43262386591664,0.333333333333333
281,876,1.40867579908676,1,3,8,0.729452054794521,0.424814963335216,0.285714285714286
282,918,1.38453159041394,1,3,7,0.758169934640523,0.424872589798845,0.333333333333333
283,895,1.39217877094972,1,3,6,0.734078212290503,0.420021825163252,0.333333333333333
284,883,1.37938844847112,1,3,7,0.7519818799547,0.4170911213774,0.285714285714286
285,914,1.43326039387309,1,3,7,0.724288840262582,0.428324630399396,0.333333333333333
286,913,1.34939759036145,1,3,7,0.755750273822563,0.44659006629569,0.333333333333333
287,937,1.38954108858058,1,3,7,0.745997865528282,0.433626995516998,0.333333333333333
288,924,1.3474025974026,1,3,7,0.757575757575758,0.433813712441008,0.333333333333333
289,896,1.3984375,1,3,8,0.7265625,0.425349738658315,0.333333333333333
290,898,1.37973273942094,1,3,7,0.740534521158129,0.413807126295486,0.288690476190476
291,896,1.43303571428571,1,3,11,0.720982142857143,0.438992322855438,0.333333333333333
292,893,1.39417693169093,1,3,9,0.739081746920493,0.410175144506248,0.3
293,875,1.352,1,3,8,0.76,0.410710769253231,0.285714285714286
294,864,1.40393518518519,1,3,6,0.741898148148148,0.422548242966723,0.3
295,927,1.37756202804746,1,3,6,0.75512405609493,0.433778967011283,0.333333333333333
296,902,1.37694013303769,1,3,7,0.751662971175166,0.419345487320536,0.333333333333333
297,885,1.39435028248588,1,3,7,0.737853107344633,0.437537134917524,0.333333333333333
298,887,1.41826381059752,1,3,7,0.726042841037204,0.422652414813728,0.333333333333333
299,915,1.37486338797814,1,3,7,0.753005464480874,0.429661479699466,0.333333333333333
300,890,1.39213483146067,1,3,9,0.751685393258427,0.428320285546148,0.333333333333333
301,915,1.36284153005464,1,3,8,0.751912568306011,0.414968903067445,0.285714285714286
302,872,1.35550458715596,1,3,5,0.746559633027523,0.407219164646882,0.3
303,868,1.37327188940092,1,3,7,0.740783410138249,0.408958905906913,0.285714285714286
304,879,1.41751990898749,1,3,6,0.715585893060296,0.423935151954303,0.333333333333333
305,898,1.34743875278396,1,3,7,0.78173719376392,0.423131736750031,0.333333333333333
306,890,1.3685393258427,1,3,6,0.752808988764045,0.415045321872646,0.333333333333333
307,903,1.40199335548173,1,3,7,0.736434108527132,0.43825857530758,0.333333333333333
308,897,1.42920847268673,1,3,10,0.732441471571906,0.425935651168681,0.333333333333333
309,879,1.35153583617747,1,3,7,0.765642775881684,0.41659466761453,0.333333333333333
310,884,1.38574660633484,1,3,6,0.742081447963801,0.428105744665608,0.333333333333333
311,947,1.40865892291447,1,3,8,0.738120380147835,0.426911454792251,0.333333333333333
312,894,1.40604026845638,1,3,8,0.738255033557047,0.414513731032476,0.285714285714286
313,896,1.40178571428571,1,3,6,0.744419642857143,0.417034459842695,0.285714285714286
314,931,1.3780880773362,1,3,10,0.752953813104189,0.431508000518055,0.333333333333333
315,898,1.39198218262806,1,3,7,0.73162583518931,0.417274631126451,0.333333333333333
316,887,1.36978579481398,1,3,7,0.754227733934611,0.420351938738746,0.333333333333333
317,902,1.41906873614191,1,3,7,0.73059866962306,0.417032447421971,0.3
318,907,1.38257993384785,1,3,6,0.751929437706725,0.433143571065611,0.333333333333333
319,914,1.40700218818381,1,3,7,0.731947483588621,0.413699772296898,0.333333333333333
320,907,1.38257993384785,1,3,6,0.745314222712238,0.425875631583615,0.333333333333333
321,942,1.38110403397028,1,3,7,0.739915074309979,0.439881127795974,0.333333333333333
322,925,1.35891891891892,1,3,7,0.771891891891892,0.431280296395202,0.333333333333333
323,876,1.39611872146119,1,3,7,0.722602739726027,0.423422624439591,0.333333333333333
324,925,1.36108108108108,1,3,7,0.754594594594595,0.435704299966441,0.333333333333333
