"model_rep","n_links","mean_interacting_sites","median_interacting_sites","q95_interacting_sites","max_interacting_sites","proportion_single_site_links","mean_repeatability","median_repeatability"
325,920,1.37934782608696,1,3,9,0.757608695652174,0.420890450681753,0.307692307692308
326,902,1.36474501108647,1,3,5,0.747228381374723,0.428647361636484,0.333333333333333
327,878,1.39179954441913,1,3,6,0.753986332574032,0.422584138113745,0.333333333333333
328,922,1.3644251626898,1,3,6,0.752711496746204,0.404266090210335,0.303846153846154
329,877,1.38540478905359,1,3,7,0.734321550741163,0.421709793672996,0.333333333333333
330,902,1.38137472283814,1,3,8,0.752771618625277,0.421581425927662,0.3
331,883,1.39184597961495,1,3,7,0.734994337485844,0.422723214600007,0.333333333333333
332,909,1.44774477447745,1,3,9,0.723872387238724,0.429379840860998,0.333333333333333
333,925,1.37297297297297,1,3,11,0.757837837837838,0.413870428046659,0.285714285714286
334,857,1.36406067677946,1,3,7,0.752625437572929,0.414635458524307,0.333333333333333
335,914,1.40809628008753,1,3,5,0.733041575492341,0.435653518320997,0.333333333333333
336,924,1.41666666666667,1,3,7,0.71969696969697,0.430041857864903,0.333333333333333
337,927,1.35922330097087,1,3,7,0.756202804746494,0.410065545538647,0.333333333333333
338,916,1.33951965065502,1,3,8,0.769650655021834,0.444540489603585,0.333333333333333
339,890,1.40561797752809,1,3,6,0.744943820224719,0.422875285046801,0.333333333333333
340,899,1.42491657397108,1,3,7,0.733036707452725,0.434361607020109,0.333333333333333
341,902,1.38026607538803,1,3,6,0.739467849223947,0.417579580273434,0.333333333333333
342,884,1.36085972850679,1,3,8,0.753393665158371,0.41350099815457,0.333333333333333
343,970,1.3659793814433,1,3,5,0.742268041237113,0.418538930095809,0.333333333333333
344,918,1.41394335511983,1,3,6,0.751633986928105,0.42988448864907,0.333333333333333
345,907,1.39911797133407,1,3,8,0.749724366041896,0.411144063287721,0.285714285714286
346,896,1.43303571428571,1,3,7,0.7265625,0.430962038352084,0.333333333333333
347,917,1.36859323882225,1,3,6,0.752453653217012,0.431312276091749,0.333333333333333
348,895,1.36983240223464,1,3,7,0.755307262569832,0.422929905510396,0.333333333333333
349,922,1.41973969631236,1,3,8,0.735357917570499,0.424958444478781,0.333333333333333
350,929,1.3799784714747,1,3,7,0.755651237890204,0.422004018239654,0.333333333333333
351,884,1.38800904977376,1,3,7,0.737556561085973,0.415773597436656,0.333333333333333
352,911,1.38638858397366,1,3,8,0.740944017563117,0.426200294251219,0.333333333333333
353,888,1.44707207207207,1,3,6,0.703828828828829,0.430484205281279,0.3
354,919,1.37540805223069,1,3,7,0.751904243743199,0.42803023604031,0.333333333333333
355,885,1.43389830508475,1,3,8,0.72090395480226,0.40872842906613,0.285714285714286
356,876,1.40981735159817,1,3,9,0.738584474885845,0.428066283817292,0.333333333333333
357,886,1.35778781038375,1,3,9,0.769751693002257,0.424079374940877,0.3
358,894,1.38366890380313,1,3,6,0.749440715883669,0.430722468394431,0.333333333333333
359,925,1.40756756756757,1,3,7,0.737297297297297,0.424672580403066,0.333333333333333
360,887,1.38556933483653,1,3,7,0.744081172491544,0.422145279904436,0.333333333333333
361,906,1.36203090507726,1,3,6,0.751655629139073,0.418403039069968,0.292857142857143
362,978,1.36094069529652,1,3,6,0.749488752556237,0.435434127738376,0.333333333333333
363,892,1.44170403587444,1,3,8,0.713004484304933,0.437655071648675,0.333333333333333
364,920,1.39565217391304,1,3,8,0.743478260869565,0.432324791921677,0.333333333333333
365,904,1.35619469026549,1,3,7,0.774336283185841,0.420822362572181,0.333333333333333
366,900,1.43333333333333,1,3,9,0.73,0.438674806426013,0.333333333333333
367,883,1.38618346545866,1,3,7,0.747451868629672,0.424791633677175,0.333333333333333
368,888,1.39414414414414,1,3,6,0.727477477477477,0.412682602768329,0.30625
369,893,1.42329227323628,1,3,8,0.734602463605823,0.431143895212506,0.333333333333333
370,954,1.37211740041929,1,3,8,0.755765199161426,0.442559021396882,0.333333333333333
371,899,1.37819799777531,1,3,6,0.744160177975528,0.423479798888978,0.333333333333333
372,894,1.39261744966443,1,3,9,0.75503355704698,0.432526042115992,0.333333333333333
373,871,1.37198622273249,1,3,9,0.727898966704937,0.409155641655834,0.285714285714286
374,912,1.3859649122807,1,3,5,0.736842105263158,0.433850078134554,0.333333333333333
375,907,1.37816979051819,1,3,7,0.737596471885336,0.433343727921911,0.333333333333333
376,875,1.408,1,3,7,0.730285714285714,0.412243518466353,0.333333333333333
377,906,1.40286975717439,1,3,10,0.727373068432671,0.429378489844359,0.333333333333333
378,910,1.35604395604396,1,3,7,0.768131868131868,0.430912482585225,0.333333333333333
379,920,1.37065217391304,1,3,7,0.757608695652174,0.420181129138772,0.333333333333333
380,870,1.36436781609195,1,3,11,0.76551724137931,0.416297687595209,0.333333333333333
381,946,1.34883720930233,1,3,7,0.771670190274841,0.431108442081672,0.333333333333333
382,901,1.39511653718091,1,3,7,0.741398446170921,0.427443537476226,0.333333333333333
383,874,1.43478260869565,1,3,7,0.723112128146453,0.421015281082374,0.333333333333333
384,899,1.39488320355951,1,3,6,0.743047830923248,0.429943809405708,0.333333333333333
385,891,1.38832772166106,1,3,7,0.732884399551066,0.41455859980528,0.3
386,908,1.39977973568282,1,3,6,0.732378854625551,0.420680718165054,0.333333333333333
387,924,1.39069264069264,1,3,6,0.731601731601732,0.425159087449993,0.333333333333333
388,903,1.36323366555925,1,3,7,0.741971207087486,0.421021636626897,0.333333333333333
389,909,1.38503850385038,1,3,8,0.746974697469747,0.431834273274306,0.333333333333333
390,921,1.40825190010858,1,3,7,0.749185667752443,0.429971943234008,0.333333333333333
391,924,1.3538961038961,1,3,9,0.762987012987013,0.425787372748343,0.333333333333333
392,869,1.36823935558113,1,3,7,0.747986191024166,0.417053606281523,0.333333333333333
393,918,1.38344226579521,1,3,7,0.748366013071895,0.424144600670737,0.333333333333333
394,940,1.39042553191489,1,3,7,0.740425531914894,0.432399525023335,0.333333333333333
395,889,1.44769403824522,1,3,10,0.733408323959505,0.413912288549506,0.333333333333333
396,871,1.39380022962113,1,3,7,0.739380022962112,0.419822708841528,0.333333333333333
397,916,1.39192139737991,1,3,7,0.75,0.439364988602826,0.333333333333333
398,902,1.4079822616408,1,3,8,0.749445676274945,0.426110166787464,0.333333333333333
399,888,1.3490990990991,1,3,8,0.774774774774775,0.407654851048678,0.3
400,894,1.41275167785235,1,3,6,0.728187919463087,0.424753037387531,0.333333333333333
401,883,1.40883352208381,1,3,7,0.73272933182333,0.425999490547834,0.333333333333333
402,909,1.4048404840484,1,3,8,0.743674367436744,0.434411007837105,0.333333333333333
403,892,1.41031390134529,1,3,7,0.743273542600897,0.432459976921682,0.333333333333333
404,854,1.41803278688525,1,3,10,0.717798594847775,0.441470789763891,0.333333333333333
405,888,1.375,1,3,7,0.75,0.408822235772032,0.285714285714286
406,917,1.38713195201745,1,3,7,0.739367502726281,0.439323920728449,0.333333333333333
407,937,1.40448239060832,1,3,7,0.745997865528282,0.424799604341374,0.333333333333333
408,885,1.35932203389831,1,3,8,0.748022598870057,0.435585299371041,0.333333333333333
409,908,1.37775330396476,1,3,7,0.753303964757709,0.425878374893148,0.333333333333333
410,887,1.41939120631342,1,3,8,0.733934611048478,0.430023427672586,0.333333333333333
411,890,1.43258426966292,1,3,9,0.726966292134831,0.435118333645425,0.333333333333333
412,926,1.39956803455724,1,3,9,0.732181425485961,0.425685898497741,0.333333333333333
413,889,1.37907761529809,1,3,6,0.748031496062992,0.422936356150819,0.285714285714286
414,908,1.37224669603524,1,3,8,0.762114537444934,0.430430099950253,0.333333333333333
415,848,1.42570754716981,1,3,7,0.740566037735849,0.410538420325812,0.285714285714286
416,905,1.35801104972376,1,3,7,0.772375690607735,0.422785799584598,0.333333333333333
417,909,1.38613861386139,1,3,9,0.753575357535754,0.415479402257292,0.3125
418,890,1.40561797752809,1,3,9,0.731460674157303,0.424211070520819,0.333333333333333
419,878,1.39521640091116,1,3,8,0.749430523917995,0.423215809563771,0.333333333333333
420,909,1.37513751375138,1,3,7,0.761276127612761,0.420995481689941,0.333333333333333
421,910,1.38241758241758,1,3,8,0.756043956043956,0.416379932778829,0.333333333333333
422,869,1.41657077100115,1,3,7,0.7307249712313,0.410198484244829,0.285714285714286
423,931,1.42105263157895,1,3,7,0.729323308270677,0.442735705932312,0.333333333333333
424,898,1.4075723830735,1,3,7,0.72271714922049,0.433204744750623,0.333333333333333
425,916,1.39082969432314,1,3,7,0.739082969432314,0.441400867924509,0.333333333333333
426,905,1.4121546961326,1,3,9,0.748066298342541,0.436317560674011,0.333333333333333
427,887,1.40022547914318,1,3,10,0.739571589627959,0.420568859340839,0.32
428,885,1.41694915254237,1,3,8,0.736723163841808,0.402523162199629,0.285714285714286
429,888,1.38513513513514,1,3,7,0.745495495495496,0.424789170934408,0.333333333333333
430,918,1.37908496732026,1,3,7,0.733115468409586,0.428872349949217,0.333333333333333
431,888,1.42117117117117,1,3,9,0.751126126126126,0.433656849112337,0.306020066889632
432,883,1.39184597961495,1,3,6,0.757644394110985,0.428486273123121,0.333333333333333
433,924,1.37770562770563,1,3,9,0.757575757575758,0.431942400090212,0.333333333333333
434,865,1.36994219653179,1,3,9,0.753757225433526,0.429877851579764,0.333333333333333
435,902,1.40354767184035,1,3,7,0.736141906873614,0.425964746574679,0.333333333333333
436,887,1.37993235625705,1,3,7,0.756482525366404,0.434397122705894,0.333333333333333
437,918,1.37908496732026,1,3,6,0.750544662309368,0.43251032059042,0.333333333333333
438,873,1.368843069874,1,3,7,0.746849942726231,0.445999668361471,0.333333333333333
439,926,1.35961123110151,1,3,7,0.764578833693304,0.42930138539663,0.333333333333333
440,884,1.37556561085973,1,3,7,0.743212669683258,0.414433367035723,0.292857142857143
441,916,1.36681222707424,1,3,8,0.764192139737991,0.436990085475714,0.333333333333333
442,895,1.43798882681564,1,3,10,0.721787709497207,0.425895702007489,0.333333333333333
443,929,1.38213132400431,1,3,8,0.758880516684607,0.422563953754898,0.333333333333333
444,883,1.36806342015855,1,3,9,0.748584371460929,0.440789228331114,0.333333333333333
445,895,1.44916201117318,1,3,11,0.70391061452514,0.423302783936452,0.333333333333333
446,883,1.41336353340883,1,3,8,0.723669309173273,0.427556903333109,0.333333333333333
447,911,1.39297475301866,1,3,7,0.743139407244786,0.42581756827296,0.333333333333333
448,882,1.38662131519274,1,3,9,0.749433106575964,0.421598850708401,0.322916666666667
449,902,1.37915742793792,1,3,8,0.751662971175166,0.430592840867475,0.333333333333333
450,936,1.37179487179487,1,3,8,0.758547008547009,0.426668570066613,0.333333333333333
451,903,1.43078626799557,1,3,8,0.723145071982281,0.423285955151893,0.333333333333333
452,938,1.37953091684435,1,3,7,0.742004264392324,0.434831072765163,0.333333333333333
453,954,1.38155136268344,1,3,7,0.744234800838574,0.431777037944352,0.333333333333333
454,891,1.37261503928171,1,3,8,0.749719416386083,0.417642830921215,0.285714285714286
455,860,1.38488372093023,1,3,6,0.736046511627907,0.418261915910897,0.333333333333333
456,901,1.41398446170921,1,3,9,0.742508324084351,0.424941120711897,0.333333333333333
457,898,1.38195991091314,1,3,9,0.746102449888641,0.429499518183508,0.333333333333333
458,943,1.39342523860021,1,3,8,0.742311770943796,0.440046109520536,0.333333333333333
459,890,1.39662921348315,1,3,6,0.747191011235955,0.42811339875827,0.333333333333333
460,873,1.38946162657503,1,3,6,0.734249713631157,0.419292500620112,0.307692307692308
461,966,1.33540372670807,1,3,7,0.762939958592132,0.428268619993683,0.333333333333333
462,892,1.40470852017937,1,3,7,0.709641255605381,0.417516227805898,0.333333333333333
463,910,1.40989010989011,1,3,9,0.730769230769231,0.42772278798384,0.333333333333333
464,872,1.38532110091743,1,3,6,0.738532110091743,0.42120765160116,0.333333333333333
465,919,1.35582154515778,1,3,7,0.754080522306855,0.430954915281998,0.333333333333333
466,934,1.40149892933619,1,3,6,0.748394004282655,0.422754361519711,0.333333333333333
467,921,1.37242128121607,1,3,7,0.753528773072747,0.433969333171771,0.333333333333333
468,884,1.38914027149321,1,3,6,0.734162895927602,0.432549778913325,0.333333333333333
469,890,1.35842696629213,1,3,6,0.752808988764045,0.405585408248968,0.333333333333333
470,939,1.39084132055378,1,3,9,0.748668796592119,0.432910752259886,0.333333333333333
471,856,1.3481308411215,1,3,7,0.757009345794392,0.430484067681679,0.333333333333333
472,918,1.37690631808279,1,3,8,0.761437908496732,0.426807329476944,0.333333333333333
473,928,1.39439655172414,1,3,8,0.747844827586207,0.428438759903668,0.333333333333333
474,908,1.35132158590308,1,3,7,0.755506607929515,0.425594088313607,0.333333333333333
475,899,1.3670745272525,1,3,8,0.758620689655172,0.433499684460578,0.333333333333333
476,859,1.41443538998836,1,3,7,0.727590221187427,0.434984788546885,0.333333333333333
477,898,1.38975501113586,1,3,8,0.728285077951002,0.398749520784714,0.285714285714286
478,894,1.43959731543624,1,3,10,0.729306487695749,0.42404287607294,0.333333333333333
479,887,1.40022547914318,1,3,7,0.735062006764374,0.407278731825489,0.307692307692308
480,873,1.39862542955326,1,3,9,0.735395189003436,0.437810068091105,0.333333333333333
481,901,1.35849056603774,1,3,6,0.763596004439512,0.419981424210097,0.333333333333333
482,892,1.41031390134529,1,3,7,0.727578475336323,0.419997909193778,0.3
483,923,1.39219934994583,1,3,8,0.76056338028169,0.433371662064838,0.333333333333333
484,923,1.37703141928494,1,3,6,0.755146262188516,0.4265615051907,0.333333333333333
485,917,1.38822246455834,1,3,8,0.742639040348964,0.437650728805367,0.333333333333333
486,903,1.39867109634551,1,3,7,0.750830564784053,0.422597095809396,0.333333333333333
487,932,1.38841201716738,1,3,10,0.755364806866953,0.426460168931678,0.333333333333333
488,896,1.38058035714286,1,3,6,0.754464285714286,0.417892277869692,0.333333333333333
489,933,1.36655948553055,1,3,8,0.753483386923901,0.43043476137566,0.333333333333333
490,869,1.37284234752589,1,3,7,0.753739930955121,0.410150970077111,0.285714285714286
491,898,1.43763919821826,1,3,7,0.7271714922049,0.42800989393656,0.333333333333333
492,907,1.38809261300992,1,3,10,0.744211686879824,0.427554246723552,0.333333333333333
493,917,1.37622682660851,1,3,8,0.747001090512541,0.4352392267458,0.333333333333333
494,871,1.38461538461538,1,3,8,0.741676234213548,0.433838169406894,0.333333333333333
495,867,1.36908881199539,1,3,7,0.76239907727797,0.426745566981008,0.333333333333333
496,928,1.37715517241379,1,3,8,0.761853448275862,0.424157587921637,0.333333333333333
497,892,1.39686098654709,1,3,6,0.730941704035874,0.424837851677687,0.333333333333333
498,899,1.37374860956618,1,3,6,0.74972191323693,0.432766504991334,0.333333333333333
499,862,1.38283062645012,1,3,7,0.755220417633411,0.413743106008826,0.333333333333333
500,930,1.39784946236559,1,3,8,0.735483870967742,0.427646262704399,0.333333333333333
501,912,1.4155701754386,1,3,8,0.726973684210526,0.431537039283194,0.333333333333333
502,881,1.40635641316686,1,3,10,0.738933030646992,0.429883111186956,0.333333333333333
503,914,1.40481400437637,1,3,6,0.738512035010941,0.426682667660003,0.3
504,883,1.38165345413364,1,3,7,0.753114382785957,0.42279657726803,0.307692307692308
505,931,1.33941997851772,1,3,7,0.76906552094522,0.428205725873629,0.333333333333333
506,891,1.37261503928171,1,3,7,0.753086419753086,0.432738113545007,0.333333333333333
507,952,1.3813025210084,1,3,8,0.755252100840336,0.437683762323557,0.333333333333333
508,913,1.4052573932092,1,3,6,0.736035049288061,0.426440223262503,0.307692307692308
509,911,1.33369923161361,1,3,6,0.770581778265642,0.413399448870943,0.3
510,877,1.42075256556442,1,3,8,0.741163055872292,0.419977143131528,0.333333333333333
511,912,1.35745614035088,1,3,7,0.779605263157895,0.432162163300983,0.333333333333333
512,863,1.36732329084589,1,3,8,0.74739281575898,0.411462396125108,0.285714285714286
513,925,1.34918918918919,1,3,8,0.771891891891892,0.4308625259636,0.333333333333333
514,897,1.38573021181717,1,3,6,0.744704570791527,0.417428908403998,0.333333333333333
515,875,1.36342857142857,1,3,7,0.758857142857143,0.409922517255791,0.285714285714286
516,898,1.39532293986637,1,3,7,0.737193763919822,0.414831486215915,0.32051282051282
517,872,1.39793577981651,1,3,9,0.740825688073395,0.422838656843156,0.333333333333333
518,951,1.38275499474238,1,3,8,0.747634069400631,0.438598498847139,0.333333333333333
519,890,1.38202247191011,1,3,7,0.748314606741573,0.428789135004782,0.333333333333333
520,913,1.36144578313253,1,3,9,0.755750273822563,0.430776997982791,0.333333333333333
521,904,1.42256637168142,1,3,7,0.723451327433628,0.418912534513641,0.333333333333333
522,944,1.40042372881356,1,3,8,0.734110169491525,0.433397327683207,0.333333333333333
523,899,1.36484983314794,1,3,6,0.755283648498332,0.425957699905502,0.333333333333333
524,908,1.35132158590308,1,3,7,0.770925110132159,0.412723111565986,0.333333333333333
525,898,1.35746102449889,1,3,7,0.753897550111359,0.424303353166234,0.333333333333333
526,908,1.3920704845815,1,3,7,0.747797356828194,0.426484117135442,0.285714285714286
527,892,1.3822869955157,1,3,6,0.734304932735426,0.419097425995979,0.3
528,894,1.37919463087248,1,3,7,0.746085011185682,0.415864548605372,0.333333333333333
529,927,1.36461704422869,1,3,6,0.737864077669903,0.420737739204108,0.333333333333333
530,871,1.42365097588978,1,3,8,0.725602755453502,0.398661745359522,0.285714285714286
531,905,1.39889502762431,1,3,11,0.748066298342541,0.417576072176816,0.285714285714286
532,895,1.34860335195531,1,3,7,0.76536312849162,0.425945779208725,0.333333333333333
533,937,1.37673425827108,1,3,10,0.764140875133404,0.42686558752802,0.333333333333333
534,905,1.41657458563536,1,3,8,0.730386740331492,0.429268785810806,0.333333333333333
535,909,1.37733773377338,1,3,7,0.756875687568757,0.430746427931223,0.333333333333333
536,905,1.39226519337017,1,3,6,0.735911602209945,0.416174961390505,0.333333333333333
537,922,1.40780911062907,1,3,9,0.73644251626898,0.444373799117668,0.333333333333333
538,920,1.40434782608696,1,3,8,0.735869565217391,0.432368261308373,0.333333333333333
539,891,1.40291806958474,1,3,9,0.73625140291807,0.406766890514438,0.333333333333333
540,896,1.42633928571429,1,3,7,0.725446428571429,0.435497877434714,0.333333333333333
541,888,1.36486486486486,1,3,6,0.755630630630631,0.414963346744949,0.333333333333333
542,871,1.39380022962113,1,3,6,0.7451205510907,0.411265993139461,0.285714285714286
543,895,1.4122905027933,1,3,7,0.729608938547486,0.435116518403114,0.333333333333333
544,865,1.41040462427746,1,3,6,0.729479768786127,0.444886681858365,0.333333333333333
545,918,1.42047930283224,1,3,8,0.737472766884532,0.41878553892453,0.333333333333333
546,953,1.37460650577125,1,3,7,0.770199370409234,0.451814394832772,0.333333333333333
547,915,1.38688524590164,1,3,10,0.73879781420765,0.434525334276595,0.333333333333333
548,885,1.40112994350282,1,3,7,0.731073446327684,0.42020731495763,0.333333333333333
549,912,1.38377192982456,1,3,6,0.742324561403509,0.442102382540226,0.333333333333333
550,859,1.41443538998836,1,3,9,0.728754365541327,0.428600479453451,0.333333333333333
551,903,1.37430786267996,1,3,8,0.764119601328904,0.424306162443204,0.333333333333333
552,891,1.38047138047138,1,3,7,0.74635241301908,0.434806265088452,0.333333333333333
553,908,1.40638766519824,1,3,8,0.737885462555066,0.41093887631759,0.333333333333333
554,886,1.37810383747178,1,3,7,0.743792325056433,0.416424170078332,0.333333333333333
555,933,1.41371918542337,1,3,9,0.737406216505895,0.437250328716399,0.333333333333333
556,884,1.35746606334842,1,3,8,0.747737556561086,0.415053190883679,0.3
557,887,1.32807215332582,1,3,6,0.773393461104848,0.417335640063941,0.333333333333333
558,901,1.39622641509434,1,3,7,0.746947835738069,0.421700780795992,0.333333333333333
559,866,1.39491916859122,1,3,7,0.739030023094688,0.439555536553196,0.333333333333333
560,882,1.42290249433107,1,3,10,0.727891156462585,0.422270244303551,0.333333333333333
561,880,1.37954545454545,1,3,6,0.744318181818182,0.426486579667539,0.333333333333333
562,867,1.39100346020761,1,3,6,0.742791234140715,0.433902619237029,0.307692307692308
563,899,1.39599555061179,1,3,7,0.739710789766407,0.425460613348072,0.333333333333333
564,882,1.35600907029478,1,3,7,0.748299319727891,0.416805287694954,0.333333333333333
565,911,1.40724478594951,1,3,8,0.74423710208562,0.426686746968286,0.333333333333333
566,866,1.40069284064665,1,3,8,0.733256351039261,0.415258450395227,0.333333333333333
567,939,1.38125665601704,1,3,9,0.762513312034079,0.427762316874057,0.333333333333333
568,895,1.34972067039106,1,3,10,0.770949720670391,0.429864610805118,0.333333333333333
569,867,1.38523644752018,1,3,8,0.743944636678201,0.415452046929693,0.307692307692308
570,897,1.44704570791527,1,3,7,0.707915273132664,0.422780476906771,0.333333333333333
571,875,1.41485714285714,1,3,8,0.729142857142857,0.443605518328104,0.333333333333333
572,875,1.39885714285714,1,3,7,0.732571428571429,0.409017053507318,0.307692307692308
573,872,1.38302752293578,1,3,7,0.744266055045872,0.403503373906778,0.285714285714286
574,874,1.37528604118993,1,3,8,0.754004576659039,0.40671931801477,0.285714285714286
575,903,1.40420819490587,1,3,8,0.736434108527132,0.425423281034733,0.333333333333333
576,859,1.39464493597206,1,3,8,0.745052386495926,0.431649368188441,0.333333333333333
577,870,1.40574712643678,1,3,8,0.742528735632184,0.416467070919904,0.333333333333333
578,914,1.40919037199125,1,3,7,0.733041575492341,0.42552032996796,0.333333333333333
579,912,1.39473684210526,1,3,10,0.737938596491228,0.444143756079064,0.333333333333333
580,931,1.35230934479055,1,3,10,0.762620837808808,0.438542674971515,0.333333333333333
581,900,1.40111111111111,1,3,8,0.734444444444444,0.422064019415753,0.333333333333333
582,915,1.39672131147541,1,3,9,0.739890710382514,0.436037246386418,0.333333333333333
583,916,1.39628820960699,1,3,9,0.747816593886463,0.433882904344693,0.333333333333333
584,902,1.39467849223947,1,3,7,0.748337028824834,0.4286179170355,0.333333333333333
585,897,1.35562987736901,1,3,6,0.764771460423634,0.418845669145226,0.333333333333333
586,936,1.38782051282051,1,3,8,0.75,0.437615453992429,0.333333333333333
587,874,1.46109839816934,1,3,6,0.704805491990847,0.421061437683268,0.333333333333333
588,904,1.39933628318584,1,3,8,0.72787610619469,0.424293212605542,0.333333333333333
589,869,1.41772151898734,1,3,9,0.737629459148446,0.411959649486303,0.333333333333333
590,917,1.38276990185387,1,3,8,0.743729552889858,0.422810182161853,0.333333333333333
591,840,1.4202380952381,1,3,8,0.730952380952381,0.412768680063502,0.285714285714286
592,950,1.37473684210526,1,3,8,0.745263157894737,0.423186042498137,0.333333333333333
593,951,1.40273396424816,1,3,8,0.738170347003155,0.4346030340226,0.333333333333333
594,890,1.39550561797753,1,3,7,0.735955056179775,0.419202645159001,0.285714285714286
595,895,1.3854748603352,1,3,9,0.754189944134078,0.420196094344462,0.333333333333333
596,864,1.40740740740741,1,3,8,0.734953703703704,0.447607955578679,0.333333333333333
597,915,1.40109289617486,1,3,7,0.746448087431694,0.421669213878482,0.333333333333333
598,903,1.37098560354374,1,3,8,0.757475083056478,0.42029413412731,0.333333333333333
599,925,1.40864864864865,1,3,8,0.728648648648649,0.426310635151757,0.333333333333333
600,936,1.32371794871795,1,3,7,0.772435897435897,0.421907528919428,0.333333333333333
601,917,1.36968375136314,1,3,8,0.752453653217012,0.440312423211984,0.333333333333333
602,906,1.37637969094923,1,3,8,0.747240618101545,0.434426217663309,0.333333333333333
603,896,1.41071428571429,1,3,11,0.727678571428571,0.425587842712097,0.3
604,939,1.38125665601704,1,3,7,0.748668796592119,0.417408520062432,0.333333333333333
605,951,1.35015772870662,1,3,8,0.770767613038906,0.418246852231769,0.333333333333333
606,890,1.39662921348315,1,3,8,0.734831460674157,0.414662735882255,0.285714285714286
607,860,1.41395348837209,1,3,6,0.727906976744186,0.415770056088648,0.333333333333333
608,931,1.38775510204082,1,3,8,0.740064446831364,0.438566030883892,0.333333333333333
609,898,1.38307349665924,1,3,6,0.741648106904232,0.425905961367075,0.333333333333333
610,941,1.40170031880978,1,3,8,0.740701381509033,0.436612431350135,0.333333333333333
611,956,1.3755230125523,1,3,8,0.751046025104602,0.426047129200315,0.333333333333333
612,898,1.37416481069042,1,3,7,0.757238307349666,0.427558492229331,0.333333333333333
613,933,1.37942122186495,1,3,7,0.767416934619507,0.433931888182079,0.333333333333333
614,868,1.41589861751152,1,3,6,0.735023041474654,0.425124199229525,0.333333333333333
615,909,1.36743674367437,1,3,7,0.738173817381738,0.433147739589578,0.333333333333333
616,903,1.39202657807309,1,3,7,0.741971207087486,0.434949546081765,0.333333333333333
617,925,1.40864864864865,1,3,8,0.722162162162162,0.443099059413222,0.333333333333333
618,898,1.35077951002227,1,3,7,0.763919821826281,0.430344108635836,0.333333333333333
619,886,1.38148984198646,1,3,7,0.733634311512415,0.424997110113387,0.333333333333333
620,921,1.42345276872964,1,3,8,0.737242128121607,0.420886147710635,0.333333333333333
621,887,1.39909808342728,1,3,9,0.744081172491544,0.422646553352296,0.333333333333333
622,863,1.40208574739282,1,3,11,0.740440324449594,0.420394345701077,0.333333333333333
623,894,1.38255033557047,1,3,8,0.756152125279642,0.435693942329106,0.333333333333333
624,937,1.40021344717183,1,3,7,0.751334044823906,0.428838768743546,0.333333333333333
625,849,1.38751472320377,1,3,9,0.751472320376914,0.416819665328971,0.285714285714286
626,857,1.41306884480747,1,3,7,0.733955659276546,0.432157314825564,0.333333333333333
627,920,1.37065217391304,1,3,5,0.747826086956522,0.412701627374477,0.307692307692308
628,913,1.35049288061336,1,3,9,0.757940854326396,0.423896775613427,0.285714285714286
629,893,1.41321388577828,1,3,11,0.729003359462486,0.419163804551707,0.333333333333333
630,940,1.36276595744681,1,3,6,0.765957446808511,0.427785214719231,0.333333333333333
631,891,1.41189674523008,1,3,10,0.730639730639731,0.438514513333467,0.333333333333333
632,908,1.34691629955947,1,3,6,0.767621145374449,0.419013854641006,0.333333333333333
633,872,1.41284403669725,1,3,6,0.725917431192661,0.418510705682314,0.333333333333333
634,906,1.38962472406181,1,3,7,0.746136865342163,0.422178926782724,0.333333333333333
635,894,1.37136465324385,1,3,10,0.747203579418344,0.423525869618312,0.333333333333333
636,900,1.38444444444444,1,3,10,0.752222222222222,0.426674196737883,0.333333333333333
637,907,1.40793825799338,1,3,9,0.733186328555678,0.431269935936898,0.333333333333333
638,891,1.4006734006734,1,3,7,0.750841750841751,0.438352858898584,0.333333333333333
639,898,1.41425389755011,1,3,7,0.729398663697105,0.450118891750635,0.333333333333333
640,938,1.37420042643923,1,3,6,0.750533049040512,0.423792880990447,0.333333333333333
641,919,1.38084874863983,1,3,7,0.73993471164309,0.426250148447906,0.333333333333333
642,893,1.38633818589026,1,3,6,0.729003359462486,0.418411796598731,0.3
643,879,1.38566552901024,1,3,8,0.750853242320819,0.431348743660418,0.333333333333333
644,883,1.39524348810872,1,3,9,0.747451868629672,0.412763644609619,0.285714285714286
645,928,1.37823275862069,1,3,7,0.756465517241379,0.438905663089986,0.333333333333333
646,914,1.32932166301969,1,3,7,0.762582056892779,0.429942516081138,0.333333333333333
647,902,1.39467849223947,1,3,7,0.729490022172949,0.424414407317969,0.333333333333333
648,892,1.38116591928251,1,3,6,0.752242152466368,0.421612110053931,0.3
649,895,1.3877094972067,1,3,6,0.739664804469274,0.422121453500371,0.333333333333333
650,932,1.38197424892704,1,3,11,0.756437768240343,0.419458682181322,0.333333333333333
651,863,1.40324449594438,1,3,6,0.73928157589803,0.40273029288225,0.285714285714286
652,916,1.38646288209607,1,3,7,0.735807860262009,0.415965544663601,0.333333333333333
653,859,1.39813736903376,1,3,7,0.732246798603027,0.416062747340372,0.285714285714286
654,894,1.36465324384787,1,3,7,0.760626398210291,0.419523699043246,0.333333333333333
655,909,1.41254125412541,1,3,7,0.738173817381738,0.417115979524813,0.3
656,915,1.40437158469945,1,3,7,0.748633879781421,0.432266822143645,0.333333333333333
657,921,1.34419109663409,1,3,9,0.763300760043431,0.427718270851671,0.333333333333333
