"consumer","resource","n_interacting_sites","n_cooccurring_sites","repeatability","source","model_rep"
"Epygma","Ohasta",1,2,0.5,"empirical",NA
"Epygma","Olappo",3,6,0.5,"empirical",NA
"Epygma","Onigri",1,1,1,"empirical",NA
"Epygma","Onival",5,7,0.714285714285714,"empirical",NA
"Epygma","Oviril",1,1,1,"empirical",NA
"Eridol","Eweiff",1,1,1,"empirical",NA
"Eridol","Odolic",1,1,1,"empirical",NA
"Esalic","Eatraa",7,7,1,"empirical",NA
"Esalic","Eaurit",2,4,0.5,"empirical",NA
"Esalic","Eciner",2,2,1,"empirical",NA
"Esalic","Eelaea",6,7,0.857142857142857,"empirical",NA
"Esalic","Elanat",1,1,1,"empirical",NA
"Esalic","Elappo",1,1,1,"empirical",NA
"Esalic","Emucro",2,5,0.4,"empirical",NA
"Esalic","Emyrsi",1,1,1,"empirical",NA
"Esalic","Enigri",2,2,1,"empirical",NA
"Esalic","Epurpu",6,7,0.857142857142857,"empirical",NA
"Esalic","Etesta",1,2,0.5,"empirical",NA
"Esalic","Evenus",1,2,0.5,"empirical",NA
"Esalic","Eweiff",4,4,1,"empirical",NA
"Espone","Hangli",1,1,1,"empirical",NA
"Etaige","Htuber",1,1,1,"empirical",NA
"Etorym","Oadaph",9,15,0.6,"empirical",NA
"Etorym","Oarcti",6,10,0.6,"empirical",NA
"Etorym","Obella",2,3,0.666666666666667,"empirical",NA
"Etorym","Obridg",1,11,0.0909090909090909,"empirical",NA
"Etorym","Ocolla",5,5,1,"empirical",NA
"Etorym","Ofoeti",5,7,0.714285714285714,"empirical",NA
"Etorym","Ogalla",3,5,0.6,"empirical",NA
"Etorym","Oglabr",3,7,0.428571428571429,"empirical",NA
"Etorym","Ohasta",10,17,0.588235294117647,"empirical",NA
"Etorym","Okriec",12,13,0.923076923076923,"empirical",NA
"Etorym","Olappo",2,7,0.285714285714286,"empirical",NA
"Etorym","Omacul",2,7,0.285714285714286,"empirical",NA
"Etorym","Omonti",1,3,0.333333333333333,"empirical",NA
"Etorym","Omyrsi",2,4,0.5,"empirical",NA
"Etorym","Omyrti",3,3,1,"empirical",NA
"Etorym","Onival",7,15,0.466666666666667,"empirical",NA
"Etorym","Onorve",5,5,1,"empirical",NA
"Etorym","Oobscu",1,6,0.166666666666667,"empirical",NA
"Etorym","Oretus",1,3,0.333333333333333,"empirical",NA
"Etorym","Osamol",6,10,0.6,"empirical",NA
"Etorym","Ospset",1,2,0.5,"empirical",NA
"Etorym","Ovaria",14,23,0.608695652173913,"empirical",NA
"Etorym","Ovesic",7,14,0.5,"empirical",NA
"Etorym","Ovimin",24,25,0.96,"empirical",NA
"Etoxon","Oadaph",1,1,1,"empirical",NA
"Etoxon","Obridg",9,11,0.818181818181818,"empirical",NA
"Etoxon","Ogalla",1,3,0.333333333333333,"empirical",NA
"Etoxon","Opedun",6,7,0.857142857142857,"empirical",NA
"Etoxon","Oproxi",7,8,0.875,"empirical",NA
"Etoxon","Ovaria",2,2,1,"empirical",NA
"Etoxon","Ovesic",1,3,0.333333333333333,"empirical",NA
"Etoxon","Ovimin",1,7,0.142857142857143,"empirical",NA
"Eurozo","Eweiff",2,2,1,"empirical",NA
"Eurozo","Omacul",1,1,1,"empirical",NA
"Eurozo","Oproxi",3,3,1,"empirical",NA
"Eurozo","Ovesic",1,3,0.333333333333333,"empirical",NA
"Eurozo","Ovimin",2,4,0.5,"empirical",NA
"Euryto","Ovimin",1,1,1,"empirical",NA
"Geliss","Egemmh",1,2,0.5,"empirical",NA
"Geliss","Obrevi",1,1,1,"empirical",NA
"Gornat","Eweiff",1,1,1,"empirical",NA
"Hruber","Oadaph",4,8,0.5,"empirical",NA
"Hruber","Oarcti",4,5,0.8,"empirical",NA
"Hruber","Obrevi",2,3,0.666666666666667,"empirical",NA
"Hruber","Obridg",9,16,0.5625,"empirical",NA
"Hruber","Odolic",1,3,0.333333333333333,"empirical",NA
"Hruber","Oelaea",2,3,0.666666666666667,"empirical",NA
"Hruber","Ofoeti",7,11,0.636363636363636,"empirical",NA
"Hruber","Ogalla",3,4,0.75,"empirical",NA
"Hruber","Oglabr",2,2,1,"empirical",NA
"Hruber","Ohasta",6,8,0.75,"empirical",NA
"Hruber","Ohelve",2,3,0.666666666666667,"empirical",NA
"Hruber","Okriec",3,7,0.428571428571429,"empirical",NA
"Hruber","Olappo",3,5,0.6,"empirical",NA
"Hruber","Omacul",3,5,0.6,"empirical",NA
"Hruber","Omonti",2,3,0.666666666666667,"empirical",NA
"Hruber","Onigri",5,7,0.714285714285714,"empirical",NA
"Hruber","Onival",4,9,0.444444444444444,"empirical",NA
"Hruber","Onorve",1,1,1,"empirical",NA
"Hruber","Oobscu",5,9,0.555555555555556,"empirical",NA
"Hruber","Opustu",1,1,1,"empirical",NA
"Hruber","Oretic",1,3,0.333333333333333,"empirical",NA
"Hruber","Osamol",1,3,0.333333333333333,"empirical",NA
"Hruber","Ospset",1,2,0.5,"empirical",NA
"Hruber","Ovaria",13,18,0.722222222222222,"empirical",NA
"Hruber","Ovesic",4,6,0.666666666666667,"empirical",NA
"Hruber","Ovimin",3,10,0.3,"empirical",NA
"Hruber","Oviril",1,2,0.5,"empirical",NA
"Ialter","Hischn",1,1,1,"empirical",NA
"Ibrevi","Hpolit",5,5,1,"empirical",NA
"Ibrevi","Ovimin",1,4,0.25,"empirical",NA
"Ichnin","Eatraa",1,2,0.5,"empirical",NA
"Ichnin","Eboreo",1,13,0.0769230769230769,"empirical",NA
"Ichnin","Eelaea",1,6,0.166666666666667,"empirical",NA
"Ichnin","Egemmf",1,8,0.125,"empirical",NA
"Ichnin","Ehasta",3,10,0.3,"empirical",NA
"Ichnin","Elanat",1,5,0.2,"empirical",NA
"Ichnin","Elappc",3,8,0.375,"empirical",NA
"Ichnin","Elappo",2,13,0.153846153846154,"empirical",NA
"Ichnin","Emyrsi",2,5,0.4,"empirical",NA
"Ichnin","Enigri",1,2,0.5,"empirical",NA
"Ichnin","Epurpu",3,4,0.75,"empirical",NA
"Ichnin","Evenus",2,4,0.5,"empirical",NA
"Ichnin","Eweiff",1,2,0.5,"empirical",NA
"Ichnin","Hacuti",2,10,0.2,"empirical",NA
"Ichnin","Halien",1,4,0.25,"empirical",NA
"Ichnin","Hangli",4,8,0.5,"empirical",NA
"Ichnin","Hcarin",2,2,1,"empirical",NA
"Ichnin","Heryth",3,4,0.75,"empirical",NA
"Ichnin","Hischn",1,10,0.1,"empirical",NA
"Ichnin","Hleuca",4,10,0.4,"empirical",NA
"Ichnin","Hnudip",4,9,0.444444444444444,"empirical",NA
"Ichnin","Hoblit",2,6,0.333333333333333,"empirical",NA
"Ichnin","Hplicg",8,19,0.421052631578947,"empirical",NA
"Ichnin","Hplicl",2,6,0.333333333333333,"empirical",NA
"Ichnin","Hpolit",5,9,0.555555555555556,"empirical",NA
"Ichnin","Hsglau",1,4,0.25,"empirical",NA
"Ichnin","Hspira",1,4,0.25,"empirical",NA
"Ichnin","Oadaph",1,4,0.25,"empirical",NA
"Ichnin","Obrevi",3,3,1,"empirical",NA
"Ichnin","Obridg",3,13,0.230769230769231,"empirical",NA
"Ichnin","Ocolla",1,2,0.5,"empirical",NA
"Ichnin","Odolic",1,6,0.166666666666667,"empirical",NA
"Ichnin","Ofoeti",1,8,0.125,"empirical",NA
"Ichnin","Oglabr",1,7,0.142857142857143,"empirical",NA
"Ichnin","Oglauc",1,4,0.25,"empirical",NA
"Ichnin","Ohasta",2,14,0.142857142857143,"empirical",NA
"Ichnin","Oherba",2,6,0.333333333333333,"empirical",NA
"Ichnin","Okriec",1,4,0.25,"empirical",NA
"Ichnin","Olappl",2,10,0.2,"empirical",NA
"Ichnin","Olappo",1,9,0.111111111111111,"empirical",NA
"Ichnin","Omacul",1,3,0.333333333333333,"empirical",NA
"Ichnin","Omonti",1,3,0.333333333333333,"empirical",NA
"Ichnin","Omyrsi",2,4,0.5,"empirical",NA
"Ichnin","Onigri",1,7,0.142857142857143,"empirical",NA
"Ichnin","Onival",4,13,0.307692307692308,"empirical",NA
"Ichnin","Oobscu",4,8,0.5,"empirical",NA
"Ichnin","Opedun",1,3,0.333333333333333,"empirical",NA
"Ichnin","Oproxi",1,7,0.142857142857143,"empirical",NA
"Ichnin","Opustu",1,3,0.333333333333333,"empirical",NA
"Ichnin","Oretic",1,6,0.166666666666667,"empirical",NA
"Ichnin","Oretus",2,3,0.666666666666667,"empirical",NA
"Ichnin","Osamol",3,8,0.375,"empirical",NA
"Ichnin","Ovaria",1,14,0.0714285714285714,"empirical",NA
"Ichnin","Ovesic",2,9,0.222222222222222,"empirical",NA
"Ichnsp","Obridg",1,1,1,"empirical",NA
"Ilappo","Emyrsi",1,2,0.5,"empirical",NA
"Ilappo","Oadaph",2,4,0.5,"empirical",NA
"Ilappo","Oarcti",4,7,0.571428571428571,"empirical",NA
"Ilappo","Obella",1,1,1,"empirical",NA
"Ilappo","Obridg",1,6,0.166666666666667,"empirical",NA
"Ilappo","Odolic",1,5,0.2,"empirical",NA
"Ilappo","Ogalla",2,2,1,"empirical",NA
"Ilappo","Oglabr",2,6,0.333333333333333,"empirical",NA
"Ilappo","Okriec",2,3,0.666666666666667,"empirical",NA
"Ilappo","Olappo",4,9,0.444444444444444,"empirical",NA
"Ilappo","Omyrsi",1,4,0.25,"empirical",NA
"Ilappo","Onival",4,13,0.307692307692308,"empirical",NA
"Ilappo","Opedun",2,6,0.333333333333333,"empirical",NA
"Ilappo","Osamol",1,8,0.125,"empirical",NA
"Ilappo","Ovaria",7,8,0.875,"empirical",NA
"Ilappo","Ovimin",5,5,1,"empirical",NA
"Ireuni","Hleuca",3,5,0.6,"empirical",NA
"Ireuni","Hpolit",2,2,1,"empirical",NA
"Ireuni","Hpruss",1,5,0.2,"empirical",NA
"Ireuni","Hpurpu",1,2,0.5,"empirical",NA
"Lalpic","Eelaea",1,1,1,"empirical",NA
"Lalpic","Epurpu",1,1,1,"empirical",NA
"Lalpio","Ovesic",1,1,1,"empirical",NA
"Lalpio","Ovimin",1,1,1,"empirical",NA
"Lalpiu","Hleuco",1,1,1,"empirical",NA
"Latole","Halien",1,1,1,"empirical",NA
"Latole","Hischn",1,1,1,"empirical",NA
"Latole","Obridg",1,1,1,"empirical",NA
"Lflexi","Oarcti",1,6,0.166666666666667,"empirical",NA
"Lflexi","Oglabr",2,8,0.25,"empirical",NA
"Lflexi","Ohasta",1,5,0.2,"empirical",NA
"Lflexi","Omyrsi",1,3,0.333333333333333,"empirical",NA
"Lflexi","Onival",2,9,0.222222222222222,"empirical",NA
"Lflexi","Oretic",1,3,0.333333333333333,"empirical",NA
"Lflexi","Osamol",3,8,0.375,"empirical",NA
"Lflexi","Ovaria",3,7,0.428571428571429,"empirical",NA
"Lforti","Eboreo",1,3,0.333333333333333,"empirical",NA
"Lforti","Ehasta",1,1,1,"empirical",NA
"Lforti","Elappc",1,3,0.333333333333333,"empirical",NA
"Lforti","Elappo",1,3,0.333333333333333,"empirical",NA
"Lforti","Emucro",1,1,1,"empirical",NA
"Lforti","Evenus",1,1,1,"empirical",NA
"Llappo","Elappc",3,3,1,"empirical",NA
"Llugen","Obridg",7,8,0.875,"empirical",NA
"Llugen","Ofoeti",1,1,1,"empirical",NA
"Llugen","Oobscu",2,3,0.666666666666667,"empirical",NA
"Llugen","Oproxi",19,19,1,"empirical",NA
"Llugen","Otrian",1,2,0.5,"empirical",NA
"Lpunct","Halien",3,3,1,"empirical",NA
"Lpunct","Hischn",2,4,0.5,"empirical",NA
"Lpunct","Hplicg",1,2,0.5,"empirical",NA
"Lpunct","Hplicl",2,2,1,"empirical",NA
"Lsubco","Otrian",1,1,1,"empirical",NA
"Mesole","Eweiff",1,1,1,"empirical",NA
"Mesole","Hoblit",1,1,1,"empirical",NA
"Mesole","Hscapr",1,1,1,"empirical",NA
"Mesole","Obrevi",1,1,1,"empirical",NA
"Mesole","Okriec",1,1,1,"empirical",NA
"Mesole","Onigri",1,1,1,"empirical",NA
"Mesole","Onival",1,2,0.5,"empirical",NA
"Mesole","Oobscu",1,2,0.5,"empirical",NA
"Mesole","Oretus",1,1,1,"empirical",NA
"Mesole","Ovaria",1,4,0.25,"empirical",NA
"Mlongi","Eelaea",1,1,1,"empirical",NA
"Mspone","Epurpu",1,1,1,"empirical",NA
"Mvesic","Emucro",1,1,1,"empirical",NA
"Mvesic","Eweiff",1,2,0.5,"empirical",NA
"Mvesic","Ocolla",2,3,0.666666666666667,"empirical",NA
"Mvesic","Ovesic",1,1,1,"empirical",NA
"Mymari","Ohasta",1,1,1,"empirical",NA
"Olesic","Elappc",2,2,1,"empirical",NA
"Olesic","Obridg",2,2,1,"empirical",NA
"Pclavi","Oproxi",1,1,1,"empirical",NA
"Pcynip","Eweiff",2,3,0.666666666666667,"empirical",NA
"Pcynip","Oadaph",2,7,0.285714285714286,"empirical",NA
"Pcynip","Ocolla",3,5,0.6,"empirical",NA
"Pcynip","Ofoeti",3,3,1,"empirical",NA
"Pcynip","Ogalla",1,2,0.5,"empirical",NA
"Pcynip","Ohasta",1,3,0.333333333333333,"empirical",NA
"Pcynip","Oherba",1,1,1,"empirical",NA
"Pcynip","Okriec",2,3,0.666666666666667,"empirical",NA
"Pcynip","Onorve",1,1,1,"empirical",NA
"Pcynip","Ospset",1,1,1,"empirical",NA
"Pcynip","Ovaria",3,7,0.428571428571429,"empirical",NA
"Pcynip","Ovesic",1,4,0.25,"empirical",NA
"Pcynip","Ovimin",1,5,0.2,"empirical",NA
"Pdolic","Eappen",1,1,1,"empirical",NA
"Pdolic","Eboreo",1,16,0.0625,"empirical",NA
"Pdolic","Eciner",1,2,0.5,"empirical",NA
"Pdolic","Edaphn",1,5,0.2,"empirical",NA
"Pdolic","Eelaea",4,9,0.444444444444444,"empirical",NA
"Pdolic","Egemmc",1,3,0.333333333333333,"empirical",NA
"Pdolic","Egemmf",1,10,0.1,"empirical",NA
"Pdolic","Egemmh",2,8,0.25,"empirical",NA
"Pdolic","Ehasta",1,15,0.0666666666666667,"empirical",NA
"Pdolic","Elappc",3,12,0.25,"empirical",NA
"Pdolic","Elappo",1,17,0.0588235294117647,"empirical",NA
"Pdolic","Emucro",3,5,0.6,"empirical",NA
"Pdolic","Emyrsi",2,6,0.333333333333333,"empirical",NA
"Pdolic","Emyrti",3,3,1,"empirical",NA
"Pdolic","Epurpu",2,8,0.25,"empirical",NA
"Pdolic","Etesta",2,3,0.666666666666667,"empirical",NA
"Pdolic","Evenus",3,9,0.333333333333333,"empirical",NA
"Pdolic","Eweiff",1,3,0.333333333333333,"empirical",NA
"Pdolic","Oadaph",6,14,0.428571428571429,"empirical",NA
"Pdolic","Oarcti",5,12,0.416666666666667,"empirical",NA
"Pdolic","Obella",2,3,0.666666666666667,"empirical",NA
"Pdolic","Obrevi",1,3,0.333333333333333,"empirical",NA
"Pdolic","Obridg",18,25,0.72,"empirical",NA
"Pdolic","Ocolla",7,7,1,"empirical",NA
"Pdolic","Odolic",3,11,0.272727272727273,"empirical",NA
"Pdolic","Oelaea",3,3,1,"empirical",NA
"Pdolic","Ofoeti",9,12,0.75,"empirical",NA
"Pdolic","Ogalla",6,11,0.545454545454545,"empirical",NA
"Pdolic","Oglabr",1,9,0.111111111111111,"empirical",NA
"Pdolic","Oglauc",4,5,0.8,"empirical",NA
"Pdolic","Ohasta",10,21,0.476190476190476,"empirical",NA
"Pdolic","Ohelve",2,2,1,"empirical",NA
"Pdolic","Oherba",4,6,0.666666666666667,"empirical",NA
"Pdolic","Okriec",5,8,0.625,"empirical",NA
"Pdolic","Olappl",8,16,0.5,"empirical",NA
"Pdolic","Olappo",10,14,0.714285714285714,"empirical",NA
"Pdolic","Omacul",4,7,0.571428571428571,"empirical",NA
"Pdolic","Omonti",3,3,1,"empirical",NA
"Pdolic","Omyrsi",3,6,0.5,"empirical",NA
"Pdolic","Omyrti",1,2,0.5,"empirical",NA
"Pdolic","Onigri",10,10,1,"empirical",NA
"Pdolic","Onival",4,21,0.19047619047619,"empirical",NA
"Pdolic","Oobscu",8,12,0.666666666666667,"empirical",NA
"Pdolic","Opedun",6,9,0.666666666666667,"empirical",NA
"Pdolic","Oproxi",18,21,0.857142857142857,"empirical",NA
"Pdolic","Opustu",2,3,0.666666666666667,"empirical",NA
"Pdolic","Oretic",4,7,0.571428571428571,"empirical",NA
"Pdolic","Oretus",2,4,0.5,"empirical",NA
"Pdolic","Osamol",7,14,0.5,"empirical",NA
"Pdolic","Ospset",3,3,1,"empirical",NA
"Pdolic","Otrian",5,7,0.714285714285714,"empirical",NA
"Pdolic","Ovaria",16,27,0.592592592592593,"empirical",NA
"Pdolic","Ovesic",6,14,0.428571428571429,"empirical",NA
"Pdolic","Ovimin",15,24,0.625,"empirical",NA
"Pdolic","Oviril",3,7,0.428571428571429,"empirical",NA
"Peuura","Eappen",1,1,1,"empirical",NA
"Peuura","Eatraa",1,1,1,"empirical",NA
"Peuura","Eaurit",1,2,0.5,"empirical",NA
"Peuura","Eboreo",4,7,0.571428571428571,"empirical",NA
"Peuura","Eciner",1,1,1,"empirical",NA
"Peuura","Edaphn",2,2,1,"empirical",NA
"Peuura","Eelaea",1,2,0.5,"empirical",NA
"Peuura","Egemmf",7,8,0.875,"empirical",NA
"Peuura","Egemmh",10,10,1,"empirical",NA
"Peuura","Ehasta",10,11,0.909090909090909,"empirical",NA
"Peuura","Elanat",1,1,1,"empirical",NA
"Peuura","Elappo",3,6,0.5,"empirical",NA
"Peuura","Emucro",3,4,0.75,"empirical",NA
"Peuura","Emyrsi",2,4,0.5,"empirical",NA
"Peuura","Emyrti",2,2,1,"empirical",NA
"Peuura","Esmyrs",1,2,0.5,"empirical",NA
"Peuura","Eweiff",1,1,1,"empirical",NA
"Peuura","Oobscu",1,6,0.166666666666667,"empirical",NA
"Peuura","Ovesic",1,4,0.25,"empirical",NA
"Pnemat","Obridg",3,4,0.75,"empirical",NA
"Pnemat","Oproxi",10,10,1,"empirical",NA
"Pnemat","Otrian",1,2,0.5,"empirical",NA
"Polybl","Hangli",1,1,1,"empirical",NA
"Ppecti","Oobscu",1,1,1,"empirical",NA
"Pponta","Eboreo",1,11,0.0909090909090909,"empirical",NA
"Pponta","Ehasta",1,6,0.166666666666667,"empirical",NA
"Pponta","Elappo",1,14,0.0714285714285714,"empirical",NA
"Pponta","Evenus",1,2,0.5,"empirical",NA
"Pponta","Oarcti",4,9,0.444444444444444,"empirical",NA
"Pponta","Obrevi",1,2,0.5,"empirical",NA
"Pponta","Obridg",1,5,0.2,"empirical",NA
"Pponta","Odolic",2,8,0.25,"empirical",NA
"Pponta","Ofoeti",4,7,0.571428571428571,"empirical",NA
"Pponta","Ogalla",1,2,0.5,"empirical",NA
"Pponta","Oglabr",5,8,0.625,"empirical",NA
"Pponta","Oglauc",4,5,0.8,"empirical",NA
"Pponta","Ohasta",3,11,0.272727272727273,"empirical",NA
"Pponta","Ohelve",1,2,0.5,"empirical",NA
"Pponta","Oherba",7,7,1,"empirical",NA
"Pponta","Olappl",5,13,0.384615384615385,"empirical",NA
"Pponta","Olappo",6,13,0.461538461538462,"empirical",NA
"Pponta","Omacul",1,3,0.333333333333333,"empirical",NA
"Pponta","Omyrsi",4,6,0.666666666666667,"empirical",NA
"Pponta","Onigri",1,5,0.2,"empirical",NA
"Pponta","Onival",7,15,0.466666666666667,"empirical",NA
"Pponta","Oobscu",2,7,0.285714285714286,"empirical",NA
"Pponta","Oretic",4,8,0.5,"empirical",NA
"Pponta","Oretus",6,6,1,"empirical",NA
"Pponta","Osamol",3,12,0.25,"empirical",NA
"Pponta","Ovaria",2,9,0.222222222222222,"empirical",NA
"Pponta","Ovesic",2,3,0.666666666666667,"empirical",NA
"Ppumil","Hangli",1,1,1,"empirical",NA
"Ppumil","Hpurpu",1,1,1,"empirical",NA
"Ppumil","Opustu",1,1,1,"empirical",NA
"Psauli","Obridg",1,1,1,"empirical",NA
"Psoemi","Ohelve",1,1,1,"empirical",NA
"Pterom","Omacul",1,1,1,"empirical",NA
"Rbrach","Hplicg",1,1,1,"empirical",NA
"Rbrach","Hplicl",1,1,1,"empirical",NA
"Salcal","Ohelve",1,1,1,"empirical",NA
"Salpin","Oobscu",1,1,1,"empirical",NA
"Saotis","Emucro",1,1,1,"empirical",NA
"Saotis","Halien",1,1,1,"empirical",NA
"Saotis","Oproxi",1,1,1,"empirical",NA
"Sborea","Hnudip",2,2,1,"empirical",NA
"Sgranu","Oglabr",1,3,0.333333333333333,"empirical",NA
"Sgranu","Ohasta",2,3,0.666666666666667,"empirical",NA
"Sgranu","Onival",2,3,0.666666666666667,"empirical",NA
"Sgranu","Onorve",2,3,0.666666666666667,"empirical",NA
"Sgranu","Ovaria",3,4,0.75,"empirical",NA
"Slappo","Elappc",1,8,0.125,"empirical",NA
"Slappo","Hischn",1,4,0.25,"empirical",NA
"Slappo","Obridg",5,6,0.833333333333333,"empirical",NA
"Slappo","Odolic",2,5,0.4,"empirical",NA
"Slappo","Ofoeti",1,3,0.333333333333333,"empirical",NA
"Slappo","Oglauc",3,4,0.75,"empirical",NA
"Slappo","Ohasta",1,8,0.125,"empirical",NA
"Slappo","Oherba",2,4,0.5,"empirical",NA
"Slappo","Olappl",3,9,0.333333333333333,"empirical",NA
"Slappo","Olappo",1,7,0.142857142857143,"empirical",NA
"Slappo","Omacul",2,3,0.666666666666667,"empirical",NA
"Slappo","Onigri",1,4,0.25,"empirical",NA
"Slappo","Onival",1,10,0.1,"empirical",NA
"Slappo","Oobscu",2,3,0.666666666666667,"empirical",NA
"Slappo","Oretic",1,3,0.333333333333333,"empirical",NA
"Slappo","Osamol",3,7,0.428571428571429,"empirical",NA
"Slappo","Ospeit",1,1,1,"empirical",NA
"Smorle","Halien",1,2,0.5,"empirical",NA
"Smorle","Hangli",1,2,0.5,"empirical",NA
"Smorle","Hischn",1,2,0.5,"empirical",NA
"Smorle","Hleuca",4,6,0.666666666666667,"empirical",NA
"Smorle","Hplicg",1,2,0.5,"empirical",NA
"Smorle","Hplicl",1,1,1,"empirical",NA
"Smorle","Hpolit",1,2,0.5,"empirical",NA
"Smorle","Hpruss",1,6,0.166666666666667,"empirical",NA
"Smorle","Hscapr",1,1,1,"empirical",NA
"Smorle","Hspirh",2,2,1,"empirical",NA
"Snigri","Hacuti",1,2,0.5,"empirical",NA
"Snigri","Hnudip",1,1,1,"empirical",NA
"Spygid","Obrevi",1,2,0.5,"empirical",NA
"Spygid","Ofoeti",1,4,0.25,"empirical",NA
"Spygid","Ohasta",1,3,0.333333333333333,"empirical",NA
"Spygid","Ovaria",4,6,0.666666666666667,"empirical",NA
"Srenov","Hanoma",1,1,1,"empirical",NA
"Srenov","Hscapr",1,1,1,"empirical",NA
"Ssubar","Hnudip",5,5,1,"empirical",NA
"Ssubar","Hplicp",1,1,1,"empirical",NA
"Strico","Hischn",4,6,0.666666666666667,"empirical",NA
"Strico","Hnudip",1,1,1,"empirical",NA
"Strico","Hoblit",3,3,1,"empirical",NA
"Strico","Hplicd",1,2,0.5,"empirical",NA
"Strico","Hplicg",1,2,0.5,"empirical",NA
"Strico","Hpolit",2,3,0.666666666666667,"empirical",NA
"Strico","Hpruss",1,2,0.5,"empirical",NA
"Strico","Hpscho",1,1,1,"empirical",NA
"Svesic","Egemmf",1,9,0.111111111111111,"empirical",NA
"Svesic","Elappc",1,8,0.125,"empirical",NA
"Svesic","Emyrti",1,3,0.333333333333333,"empirical",NA
"Svesic","Etesta",2,2,1,"empirical",NA
"Svesic","Eweiff",5,5,1,"empirical",NA
"Svesic","Hplicg",1,14,0.0714285714285714,"empirical",NA
"Svesic","Hpolit",1,8,0.125,"empirical",NA
"Svesic","Oaacut",1,1,1,"empirical",NA
"Svesic","Oadaph",6,13,0.461538461538462,"empirical",NA
"Svesic","Oarcti",4,11,0.363636363636364,"empirical",NA
"Svesic","Obella",2,4,0.5,"empirical",NA
"Svesic","Obrevi",1,3,0.333333333333333,"empirical",NA
"Svesic","Obridg",14,25,0.56,"empirical",NA
"Svesic","Ocolla",6,8,0.75,"empirical",NA
"Svesic","Odolic",4,8,0.5,"empirical",NA
"Svesic","Oelaea",3,3,1,"empirical",NA
"Svesic","Ofoeti",9,11,0.818181818181818,"empirical",NA
"Svesic","Ogalla",4,9,0.444444444444444,"empirical",NA
"Svesic","Oglabr",4,8,0.5,"empirical",NA
"Svesic","Oglauc",2,3,0.666666666666667,"empirical",NA
"Svesic","Ohasta",9,21,0.428571428571429,"empirical",NA
"Svesic","Ohelve",2,3,0.666666666666667,"empirical",NA
"Svesic","Oherba",1,5,0.2,"empirical",NA
"Svesic","Okriec",4,8,0.5,"empirical",NA
"Svesic","Olappl",4,11,0.363636363636364,"empirical",NA
"Svesic","Olappo",4,12,0.333333333333333,"empirical",NA
"Svesic","Omacul",4,9,0.444444444444444,"empirical",NA
"Svesic","Omonti",2,3,0.666666666666667,"empirical",NA
"Svesic","Omyrti",1,2,0.5,"empirical",NA
"Svesic","Onigri",9,10,0.9,"empirical",NA
"Svesic","Onival",6,18,0.333333333333333,"empirical",NA
"Svesic","Onorve",2,3,0.666666666666667,"empirical",NA
"Svesic","Oobscu",9,11,0.818181818181818,"empirical",NA
"Svesic","Opedun",1,7,0.142857142857143,"empirical",NA
"Svesic","Oproxi",20,20,1,"empirical",NA
"Svesic","Opustu",2,3,0.666666666666667,"empirical",NA
"Svesic","Osamol",4,11,0.363636363636364,"empirical",NA
"Svesic","Ospset",3,3,1,"empirical",NA
"Svesic","Otrian",3,5,0.6,"empirical",NA
"Svesic","Ovaria",10,24,0.416666666666667,"empirical",NA
"Svesic","Ovesic",13,16,0.8125,"empirical",NA
"Svesic","Ovimin",10,24,0.416666666666667,"empirical",NA
"Svesic","Oviril",6,7,0.857142857142857,"empirical",NA
"Tetras","Eweiff",1,1,1,"empirical",NA
"Themip","Oviril",2,2,1,"empirical",NA
"Torymu","Eelaea",1,1,1,"empirical",NA
"Torymu","Eweiff",2,2,1,"empirical",NA
"Tspfiv","Obridg",1,1,1,"empirical",NA
"Tspfiv","Okriec",1,1,1,"empirical",NA
"Tspfiv","Ovimin",1,2,0.5,"empirical",NA
"Tspfou","Hangli",1,1,1,"empirical",NA
"Tspone","Oobscu",1,1,1,"empirical",NA
"Tspone","Ovesic",1,2,0.5,"empirical",NA
"Tspsix","Ovimin",1,1,1,"empirical",NA
"Tspthr","Okriec",1,1,1,"empirical",NA
"Tsptwo","Okriec",1,1,1,"empirical",NA
