"removal_fraction","mean_realised_links","mean_expected_links_raw","mean_relative_divergence_raw","sd_relative_divergence_raw","mean_abs_species_error_raw"
0,113,106.82263782427,0.0578282122736165,NA,2.26057806556034
0.1,107.23,98.2213824382045,0.0925216356703629,0.029546247323918,2.2014568923689
0.2,101.92,90.5726726037568,0.126680727288417,0.0402039160645314,2.14274260975802
0.4,85.64,68.8488600498262,0.248023755927978,0.0743913904249056,1.97453656899833
0.6,69.3,49.2707498630398,0.420222441664831,0.12477200376981,1.78537987558266
0.8,42.52,23.9585633708682,0.817908277611754,0.231736151658248,1.53094722672809
