"model_rep","n_links","mean_interacting_sites","median_interacting_sites","q95_interacting_sites","max_interacting_sites","proportion_single_site_links","mean_repeatability","median_repeatability"
118,102,1.2156862745098,1,2,4,0.823529411764706,0.30459045482971,0.25
119,114,1.2719298245614,1,2,5,0.789473684210526,0.376301761729902,0.25
120,107,1.30841121495327,1,2.69999999999999,3,0.747663551401869,0.368766269777598,0.25
121,111,1.26126126126126,1,3,5,0.828828828828829,0.35129814718824,0.25
122,105,1.22857142857143,1,2,4,0.819047619047619,0.343916055523751,0.25
123,106,1.26415094339623,1,2.75,5,0.820754716981132,0.354587579878631,0.285714285714286
124,98,1.22448979591837,1,2.14999999999999,4,0.846938775510204,0.344203419804924,0.25
125,100,1.24,1,2,6,0.83,0.367361429643628,0.25
126,121,1.20661157024793,1,3,4,0.859504132231405,0.381021249906635,0.272727272727273
127,94,1.20212765957447,1,2,4,0.851063829787234,0.37080093602136,0.25
128,113,1.29203539823009,1,2.39999999999999,4,0.769911504424779,0.352826260692983,0.25
129,106,1.25471698113208,1,2,4,0.80188679245283,0.357521949527908,0.25
130,113,1.2212389380531,1,2,5,0.84070796460177,0.360946952054311,0.25
131,109,1.26605504587156,1,3,6,0.862385321100917,0.375360328407734,0.333333333333333
132,108,1.21296296296296,1,2,4,0.842592592592593,0.372387652798729,0.25
133,105,1.31428571428571,1,3,4,0.8,0.355295433750321,0.25
134,117,1.24786324786325,1,2.19999999999999,4,0.811965811965812,0.361348452220485,0.25
135,114,1.26315789473684,1,2.34999999999999,4,0.815789473684211,0.390359417949446,0.25
136,117,1.23076923076923,1,2,4,0.811965811965812,0.330649775443377,0.25
137,104,1.28846153846154,1,3,4,0.817307692307692,0.357813136725675,0.25
138,108,1.37037037037037,1,3,5,0.759259259259259,0.423653660708184,0.25
139,98,1.29591836734694,1,2,5,0.76530612244898,0.387966212686943,0.25
140,117,1.28205128205128,1,3,4,0.803418803418803,0.394291173891277,0.25
141,97,1.34020618556701,1,3,4,0.742268041237113,0.392858304636575,0.333333333333333
142,105,1.20952380952381,1,2.8,6,0.876190476190476,0.323315925094121,0.25
143,109,1.28440366972477,1,2,4,0.752293577981651,0.341412401242194,0.25
144,109,1.30275229357798,1,2.59999999999999,4,0.761467889908257,0.379359901167496,0.285714285714286
145,111,1.13513513513514,1,2,3,0.891891891891892,0.374959411786037,0.25
146,99,1.24242424242424,1,2,5,0.818181818181818,0.356609632753267,0.25
147,115,1.28695652173913,1,2.3,3,0.765217391304348,0.348855521155831,0.25
148,117,1.23076923076923,1,2,5,0.829059829059829,0.358985172607464,0.25
149,113,1.30088495575221,1,3,5,0.823008849557522,0.335342596905242,0.25
150,122,1.34426229508197,1,3,5,0.786885245901639,0.357500989806857,0.25
151,116,1.23275862068966,1,2,4,0.818965517241379,0.39051255320365,0.25
152,107,1.22429906542056,1,2,4,0.822429906542056,0.34289757954785,0.25
153,108,1.34259259259259,1,3,5,0.768518518518518,0.345894087359086,0.25
154,104,1.21153846153846,1,2,3,0.817307692307692,0.354970301563761,0.25
155,102,1.31372549019608,1,2,6,0.774509803921569,0.3742107161844,0.25
156,110,1.3,1,3,4,0.772727272727273,0.349166688293412,0.258333333333333
157,104,1.32692307692308,1,3,5,0.769230769230769,0.358970041826079,0.25
158,104,1.24038461538462,1,2,6,0.826923076923077,0.384251822738665,0.285714285714286
159,111,1.33333333333333,1,3,5,0.774774774774775,0.370405614089825,0.25
160,108,1.34259259259259,1,3,4,0.75,0.372961216399254,0.258333333333333
161,118,1.20338983050847,1,2,3,0.838983050847458,0.352963643530561,0.25
162,124,1.18548387096774,1,2,4,0.862903225806452,0.348533151311664,0.2
163,113,1.25663716814159,1,2.39999999999999,3,0.79646017699115,0.411422971638868,0.25
164,122,1.14754098360656,1,2,4,0.877049180327869,0.426847643768988,0.333333333333333
165,110,1.32727272727273,1,3,5,0.772727272727273,0.366062548812478,0.25
166,104,1.27884615384615,1,2.84999999999999,4,0.788461538461538,0.352673564610484,0.25
167,98,1.25510204081633,1,2.14999999999999,3,0.795918367346939,0.350885581619296,0.25
168,98,1.13265306122449,1,2,3,0.887755102040816,0.336877257624399,0.25
169,104,1.20192307692308,1,2,4,0.846153846153846,0.373772714428674,0.236111111111111
170,94,1.27659574468085,1,2,5,0.787234042553192,0.354942713740965,0.236111111111111
171,120,1.21666666666667,1,2,3,0.825,0.392334663251265,0.25
172,112,1.23214285714286,1,2,5,0.830357142857143,0.386880165044487,0.261363636363636
173,120,1.24166666666667,1,2.05,4,0.833333333333333,0.342630045386044,0.236111111111111
174,101,1.17821782178218,1,2,3,0.831683168316832,0.358731222304008,0.25
175,109,1.30275229357798,1,2.59999999999999,4,0.761467889908257,0.39184141771951,0.25
176,109,1.26605504587156,1,2,4,0.798165137614679,0.40908256491365,0.25
177,104,1.25961538461538,1,2,4,0.798076923076923,0.346152244620704,0.25
178,112,1.24107142857143,1,3,3,0.821428571428571,0.343668422213383,0.25
179,107,1.25233644859813,1,2,3,0.794392523364486,0.36718814879169,0.25
180,111,1.24324324324324,1,2,4,0.810810810810811,0.372683987010612,0.25
181,103,1.2621359223301,1,2,6,0.83495145631068,0.373616162960748,0.25
182,103,1.22330097087379,1,2,4,0.844660194174757,0.326485659205383,0.2
183,99,1.3030303030303,1,2.09999999999999,3,0.747474747474748,0.414340860117668,0.285714285714286
184,96,1.30208333333333,1,3,5,0.8125,0.322939640303224,0.25
185,90,1.37777777777778,1,3,4,0.733333333333333,0.344145873447731,0.2
186,127,1.18110236220472,1,2,3,0.84251968503937,0.351758550410582,0.25
187,108,1.2037037037037,1,2,3,0.814814814814815,0.346736612153279,0.25
188,114,1.2719298245614,1,2.34999999999999,6,0.842105263157895,0.398497469750932,0.30952380952381
189,121,1.26446280991736,1,3,5,0.818181818181818,0.356859685047388,0.25
190,104,1.31730769230769,1,3,4,0.769230769230769,0.367122716035255,0.25
191,111,1.27927927927928,1,2,4,0.774774774774775,0.353011184056076,0.25
192,95,1.24210526315789,1,2.3,4,0.821052631578947,0.370052413259436,0.25
193,119,1.26890756302521,1,3,4,0.80672268907563,0.369107832174994,0.25
194,97,1.17525773195876,1,2,3,0.855670103092783,0.330999582933849,0.25
195,98,1.23469387755102,1,3,3,0.826530612244898,0.331160707048825,0.25
196,106,1.20754716981132,1,2,5,0.849056603773585,0.38157269782518,0.333333333333333
197,93,1.3010752688172,1,2,4,0.752688172043011,0.340245064292802,0.25
198,103,1.30097087378641,1,3,4,0.786407766990291,0.354462754349661,0.2
199,121,1.24793388429752,1,2,4,0.785123966942149,0.359839039323534,0.25
200,104,1.31730769230769,1,3,4,0.769230769230769,0.393167620992698,0.25
201,110,1.21818181818182,1,2,4,0.845454545454545,0.343406018083614,0.25
202,120,1.21666666666667,1,2,3,0.825,0.352585307222304,0.25
203,113,1.23893805309735,1,2,5,0.814159292035398,0.34837111007054,0.25
204,103,1.2621359223301,1,3,4,0.854368932038835,0.392044884072147,0.333333333333333
205,116,1.38793103448276,1,3,6,0.75,0.377224891455235,0.25
206,106,1.33962264150943,1,2.75,4,0.735849056603774,0.361094935611993,0.258333333333333
207,111,1.1981981981982,1,2,4,0.837837837837838,0.367163928735136,0.25
208,104,1.16346153846154,1,2,4,0.875,0.373114691895652,0.25
209,114,1.20175438596491,1,2,3,0.824561403508772,0.377866660878515,0.25
210,93,1.27956989247312,1,3,3,0.78494623655914,0.296116163585703,0.2
211,97,1.23711340206186,1,2.19999999999999,4,0.835051546391753,0.376215052949278,0.25
212,98,1.24489795918367,1,3,4,0.836734693877551,0.403967310437504,0.333333333333333
213,95,1.30526315789474,1,2.3,5,0.778947368421053,0.330140847122027,0.25
214,119,1.31932773109244,1,3,5,0.789915966386555,0.415550956849575,0.25
215,110,1.29090909090909,1,2.55,4,0.781818181818182,0.33307461755182,0.25
216,102,1.25490196078431,1,2.94999999999999,4,0.813725490196078,0.324406037550274,0.2
217,116,1.30172413793103,1,2,4,0.75,0.345625695254178,0.25
218,115,1.29565217391304,1,2,4,0.765217391304348,0.394348872452386,0.25
219,90,1.25555555555556,1,2,4,0.811111111111111,0.354095606291427,0.25
220,94,1.30851063829787,1,3,4,0.797872340425532,0.374115714747672,0.267857142857143
221,121,1.22314049586777,1,2,4,0.834710743801653,0.376962820532275,0.25
222,115,1.21739130434783,1,2.3,4,0.852173913043478,0.296846783897666,0.210526315789474
223,116,1.25862068965517,1,2.25,3,0.793103448275862,0.370860093349885,0.25
224,97,1.16494845360825,1,2,5,0.876288659793814,0.369417730771422,0.25
225,109,1.27522935779817,1,2,4,0.779816513761468,0.34598374892734,0.25
226,112,1.28571428571429,1,2.44999999999999,3,0.767857142857143,0.362053677830781,0.25
227,121,1.26446280991736,1,2,4,0.793388429752066,0.351316521533943,0.25
228,112,1.32142857142857,1,3,5,0.758928571428571,0.328397874700119,0.238636363636364
229,111,1.27027027027027,1,3,3,0.792792792792793,0.351385727028142,0.25
230,99,1.22222222222222,1,2,4,0.818181818181818,0.365643692045794,0.25
231,104,1.25,1,2,6,0.836538461538462,0.353884631020854,0.25
232,102,1.34313725490196,1,3,5,0.764705882352941,0.383947803563994,0.25
233,110,1.30909090909091,1,3,6,0.781818181818182,0.414310587073745,0.333333333333333
234,98,1.25510204081633,1,2,4,0.785714285714286,0.347577537622477,0.25
235,109,1.25688073394495,1,2.59999999999999,3,0.798165137614679,0.324093946578822,0.25
236,107,1.24299065420561,1,2,5,0.831775700934579,0.369556814721596,0.25
