"model_rep","n_links","mean_interacting_sites","median_interacting_sites","q95_interacting_sites","max_interacting_sites","proportion_single_site_links","mean_repeatability","median_repeatability"
100,111,1.1981981981982,1,2,4,0.846846846846847,0.323028932494877,0.25
101,99,1.28282828282828,1,2.09999999999999,3,0.767676767676768,0.367447154703229,0.25
102,106,1.25471698113208,1,2,4,0.80188679245283,0.399933385303807,0.267857142857143
103,114,1.2719298245614,1,2,4,0.789473684210526,0.381452249259199,0.25
104,106,1.21698113207547,1,2,5,0.830188679245283,0.341987358332939,0.25
105,91,1.36263736263736,1,3,4,0.758241758241758,0.332211465496516,0.25
106,90,1.18888888888889,1,2,4,0.855555555555556,0.334487232390741,0.225
107,108,1.27777777777778,1,2,4,0.796296296296296,0.361933734034697,0.25
108,102,1.26470588235294,1,2.94999999999999,6,0.843137254901961,0.38570468672818,0.25
109,94,1.36170212765957,1,3,4,0.776595744680851,0.330572451366783,0.25
110,114,1.28070175438596,1,2,5,0.789473684210526,0.367514852663134,0.25
111,108,1.18518518518519,1,2,3,0.842592592592593,0.359243138007758,0.25
112,108,1.33333333333333,1,3,5,0.768518518518518,0.360018232350534,0.25
113,110,1.3,1,3,4,0.809090909090909,0.390007303951013,0.25
114,115,1.21739130434783,1,2,4,0.843478260869565,0.391968102947441,0.25
115,109,1.20183486238532,1,2,4,0.844036697247706,0.389786937396149,0.25
116,115,1.33913043478261,1,3,4,0.765217391304348,0.407908703790788,0.333333333333333
117,121,1.24793388429752,1,2,5,0.801652892561983,0.382401471574961,0.25
